# gamma d2min
1.999999999999998741e-03 6.975834281467014897e-01
3.999999999999997481e-03 6.923233612807764281e-01
5.999999999999995788e-03 7.018388045198074021e-01
7.999999999999994962e-03 7.016458713995422647e-01
9.999999999999993269e-03 6.978089809876104610e-01
1.199999999999999158e-02 7.001845096689552905e-01
1.399999999999999162e-02 7.051256212140941670e-01
1.599999999999998992e-02 7.163285554884786244e-01
1.799999999999998823e-02 7.249305584753789056e-01
1.999999999999998654e-02 7.211513353574811047e-01
2.199999999999998485e-02 7.343434660590278940e-01
2.399999999999998315e-02 7.287123222281407520e-01
2.599999999999998146e-02 7.316816564808238388e-01
2.799999999999998324e-02 7.401310960089171331e-01
2.999999999999998154e-02 7.490014899522569047e-01
3.199999999999997985e-02 7.556370624053029283e-01
3.399999999999997469e-02 7.675021857658615998e-01
3.599999999999997646e-02 7.796714044132735388e-01
3.799999999999997824e-02 7.838958178977273317e-01
3.999999999999997308e-02 7.933868092250631054e-01
4.199999999999997485e-02 7.964509826783459090e-01
4.399999999999996969e-02 8.213991034781408240e-01
4.599999999999997147e-02 8.364913033262308950e-01
4.799999999999996630e-02 8.468651638809974180e-01
4.999999999999996808e-02 8.566891888277302636e-01
5.199999999999996292e-02 8.853514383917298058e-01
5.399999999999996469e-02 9.065602774621212001e-01
5.599999999999996647e-02 9.231393043225221140e-01
5.799999999999996131e-02 9.725220945707070408e-01
5.999999999999996309e-02 9.791643702690973061e-01
6.199999999999995792e-02 1.013441049613320599e+00
6.399999999999995970e-02 1.026309806125710100e+00
6.599999999999996148e-02 1.054542862401357306e+00
6.799999999999994937e-02 1.092022975451783617e+00
6.999999999999995115e-02 1.135814232473169039e+00
7.199999999999995293e-02 1.168295805849510538e+00
7.399999999999995470e-02 1.229680040974195254e+00
7.599999999999995648e-02 1.242873941739662369e+00
7.799999999999994438e-02 1.287769563855350352e+00
7.999999999999994615e-02 1.317384645482165384e+00
8.199999999999994793e-02 1.370259264244002795e+00
8.399999999999994971e-02 1.432187226408617509e+00
8.599999999999993761e-02 1.527107639178898468e+00
8.799999999999993938e-02 1.632931731429529520e+00
8.999999999999994116e-02 1.722970245701152203e+00
9.199999999999994293e-02 1.802519260359453979e+00
9.399999999999994471e-02 1.897140048407907065e+00
9.599999999999993261e-02 1.997079171975615797e+00
9.799999999999993439e-02 2.144610119860716591e+00
9.999999999999993616e-02 2.231045760284485535e+00
1.019999999999999379e-01 2.347868413419349931e+00
1.039999999999999258e-01 2.496822117347300640e+00
1.059999999999999276e-01 2.608704445424952389e+00
1.080000000000000959e-01 2.777978766792929211e+00
1.099999999999999312e-01 3.062848593736189784e+00
1.120000000000000856e-01 3.377082789638573335e+00
1.139999999999999208e-01 3.568765404945942965e+00
1.159999999999999226e-01 3.855493741938920582e+00
1.179999999999999244e-01 4.226885709088936238e+00
1.199999999999999262e-01 4.643508907988083578e+00
1.219999999999999141e-01 5.004256132966382609e+00
1.240000000000000824e-01 5.251983932575757130e+00
1.259999999999998899e-01 5.566871801848564338e+00
1.280000000000000859e-01 5.842392440407985887e+00
1.299999999999998934e-01 5.978079569773911750e+00
1.320000000000000895e-01 6.257436232623106775e+00
1.339999999999998970e-01 6.429361690934737972e+00
1.360000000000000653e-01 6.748583145687341300e+00
1.379999999999999005e-01 6.998417684702492814e+00
1.400000000000000688e-01 7.199878808333334490e+00
1.419999999999999318e-01 7.401814386726641715e+00
1.440000000000000446e-01 7.454565967286141515e+00
1.459999999999999354e-01 7.644503891321416944e+00
1.480000000000000482e-01 7.757513194345801111e+00
1.499999999999999112e-01 7.888459534461805589e+00
1.520000000000000517e-01 8.242679926858430761e+00
1.540000000000000535e-01 8.495897823901120915e+00
1.560000000000000275e-01 8.729086872013100518e+00
1.580000000000000571e-01 9.117001998599274515e+00
1.600000000000000866e-01 9.657207455831754217e+00
1.620000000000000606e-01 1.008373255415482994e+01
1.640000000000000624e-01 1.036732568286971201e+01
1.660000000000000642e-01 1.060080359598721778e+01
1.680000000000000659e-01 1.081008204861900168e+01
1.700000000000000400e-01 1.096674024456873475e+01
1.720000000000000417e-01 1.116085588466500944e+01
1.740000000000000435e-01 1.124574838339054672e+01
1.760000000000000453e-01 1.139971187814867548e+01
1.780000000000000471e-01 1.146761510836095432e+01
1.800000000000000488e-01 1.159105725691485134e+01
1.820000000000000506e-01 1.190021044210464218e+01
1.840000000000000524e-01 1.204153956111111157e+01
1.860000000000000542e-01 1.218957161799439604e+01
1.880000000000000282e-01 1.236205659701112758e+01
1.900000000000000300e-01 1.261666149940419857e+01
1.920000000000000318e-01 1.290848785645517793e+01
1.940000000000000335e-01 1.310593089824810598e+01
1.960000000000000353e-01 1.337684250577651213e+01
1.980000000000000371e-01 1.365677630942629328e+01
2.000000000000000389e-01 1.382027628176097167e+01
