# gamma d2min std
3.999999999999946307e-03 6.080927318990688724e-01 3.875642543005196061e-01
5.999999999999919460e-03 6.122591838462754232e-01 3.972788355544473737e-01
8.000000000000055678e-03 6.068654476108743534e-01 3.830062656520024644e-01
1.000000000000002970e-02 6.115143735696811911e-01 4.003441842692808672e-01
1.200000000000000198e-02 6.072994347656249792e-01 3.828249734662351744e-01
1.399999999999997601e-02 6.073659201270517061e-01 3.907903418851199628e-01
1.599999999999994829e-02 6.130036917100695204e-01 3.984015524528721208e-01
1.799999999999992231e-02 6.105254044586490014e-01 3.952040619581260739e-01
2.000000000000005940e-02 6.115140466954702703e-01 3.865688101734922610e-01
2.200000000000003342e-02 6.174303515782827434e-01 4.082704407373702327e-01
2.400000000000000397e-02 6.191487644807449620e-01 4.138529871996095566e-01
2.599999999999997799e-02 6.310576406230271607e-01 4.303139350808821706e-01
2.799999999999995201e-02 6.256702503038193974e-01 4.308082865159183483e-01
2.999999999999992603e-02 6.310650343513256599e-01 4.225195143647387797e-01
3.200000000000006312e-02 6.333181696200284039e-01 4.428348241905779026e-01
3.400000000000003714e-02 6.428023307567866107e-01 4.464617232817979509e-01
3.600000000000001116e-02 6.418146719420769752e-01 4.457437262854634374e-01
3.799999999999997824e-02 6.461117882496844045e-01 4.545273138783155753e-01
3.999999999999995226e-02 6.531944227765940081e-01 4.679997763570507563e-01
4.199999999999992628e-02 6.542046005346432436e-01 4.881450894540814156e-01
4.400000000000006684e-02 6.649009580196496572e-01 4.764311366202126363e-01
4.600000000000003392e-02 6.744387986190024664e-01 5.029867328230676060e-01
4.800000000000000794e-02 6.760724099550190491e-01 5.210247998407869785e-01
4.999999999999998196e-02 6.867099559856376656e-01 5.321111283670589831e-01
5.199999999999995598e-02 6.852617741832384146e-01 5.297675899672698030e-01
5.399999999999993000e-02 6.938585447541824047e-01 5.390115542202857934e-01
5.600000000000006362e-02 6.960219865589489796e-01 5.450313017484832434e-01
5.800000000000003764e-02 7.047160588620580146e-01 5.554492776594706083e-01
6.000000000000002554e-02 7.162504517814866078e-01 5.874150781378870700e-01
6.199999999999998568e-02 7.194926824455493142e-01 5.745652161570783401e-01
6.399999999999995970e-02 7.378497067353220196e-01 6.278381203487947149e-01
6.599999999999993372e-02 7.502301411458333069e-01 6.833969902421910270e-01
6.800000000000007427e-02 7.583749816761363727e-01 6.930281742499531106e-01
7.000000000000004829e-02 7.624951360558712699e-01 6.935977885459035930e-01
7.200000000000002232e-02 7.823026342645200693e-01 7.257664522850614253e-01
7.399999999999998246e-02 8.046420246764520723e-01 8.166540909215732613e-01
7.599999999999995648e-02 8.149057460089171867e-01 8.186798157251574670e-01
7.799999999999993050e-02 8.217942878097379555e-01 8.344075401556967364e-01
8.000000000000007105e-02 8.516627983428028958e-01 8.796599288467872313e-01
8.200000000000004508e-02 8.740180120659722940e-01 9.719931010536488891e-01
8.400000000000001910e-02 8.969480302694917695e-01 1.000178400220500752e+00
8.599999999999999312e-02 9.170129946180557434e-01 1.050319733612399720e+00
8.799999999999998102e-02 9.370474598859690474e-01 1.064641820662953764e+00
8.999999999999994116e-02 9.655922637192235758e-01 1.137483062341035245e+00
9.200000000000006783e-02 9.664196232303503553e-01 1.150032505397646121e+00
9.400000000000004186e-02 1.014555700439946362e+00 1.258038218882494341e+00
9.600000000000001588e-02 1.030001573052793606e+00 1.266020051647009481e+00
9.799999999999998990e-02 1.077164227643623740e+00 1.368482892555519026e+00
9.999999999999996392e-02 1.098438746176609637e+00 1.405329766323485607e+00
1.019999999999999379e-01 1.137730640889362377e+00 1.545845017816567468e+00
1.040000000000000785e-01 1.198783018495501729e+00 1.735441568462914974e+00
1.060000000000000525e-01 1.250479455687736774e+00 1.806673094212044806e+00
1.080000000000000265e-01 1.336996723942550425e+00 2.034533069783489800e+00
1.100000000000000006e-01 1.423576059367108737e+00 2.213115976870129398e+00
1.119999999999999746e-01 1.492782983862058099e+00 2.352168220064008164e+00
1.139999999999999486e-01 1.594131868093039861e+00 2.593789645863582738e+00
1.160000000000000753e-01 1.692813746853298662e+00 2.779936123391312464e+00
1.180000000000000770e-01 1.777115726047585165e+00 2.939740843175112417e+00
1.200000000000000233e-01 1.843499754127209345e+00 3.032530691971678127e+00
1.219999999999999973e-01 1.937588556903014458e+00 3.227758237087617221e+00
1.239999999999999714e-01 2.047904004945944045e+00 3.438103171793005508e+00
1.259999999999999454e-01 2.256758356747158967e+00 3.883949213320604610e+00
1.280000000000000859e-01 2.470147830934343425e+00 4.457175523153216190e+00
1.300000000000000600e-01 2.667560153602429818e+00 4.902327163048704861e+00
1.320000000000000340e-01 3.003089976379024417e+00 5.639384232362967708e+00
1.340000000000000080e-01 3.419620074548216593e+00 6.650007130657821897e+00
1.359999999999999543e-01 3.640253704440892690e+00 7.166017672574095165e+00
1.379999999999999560e-01 3.938118695184265050e+00 7.854251423366791940e+00
1.400000000000000966e-01 4.340180704596748207e+00 8.647942278372132918e+00
1.420000000000000429e-01 4.626226492272333068e+00 9.186896445466814498e+00
1.440000000000000446e-01 4.963107189336726677e+00 9.893283101391181944e+00
1.459999999999999909e-01 5.244881462359927582e+00 1.053149436946052830e+01
1.479999999999999649e-01 5.528397266613399808e+00 1.108341757173339204e+01
1.499999999999999389e-01 5.897745624601482994e+00 1.182473334657877118e+01
1.519999999999999130e-01 6.243388429056186517e+00 1.252414210613077827e+01
1.540000000000000535e-01 6.533352706887231243e+00 1.304927273320847902e+01
1.560000000000000275e-01 6.794793303697129083e+00 1.366387543672581728e+01
1.579999999999999738e-01 7.046281277037956592e+00 1.419573908921945460e+01
1.599999999999999756e-01 7.180021584084991026e+00 1.443498923020767322e+01
1.619999999999999496e-01 7.476826004582939333e+00 1.510965461436303947e+01
1.640000000000000902e-01 7.788040221515941219e+00 1.566633935754124707e+01
1.660000000000000364e-01 8.005661817716225315e+00 1.608920908476590839e+01
1.680000000000000382e-01 8.233414606711647821e+00 1.651865786757037569e+01
1.700000000000000122e-01 8.403998304275173581e+00 1.683269010473765093e+01
1.719999999999999862e-01 8.585102453442630122e+00 1.723797694193331864e+01
1.739999999999999603e-01 8.770029483311631679e+00 1.759644277029339321e+01
1.759999999999999343e-01 8.941492275633285303e+00 1.793676374507241533e+01
1.780000000000000748e-01 9.054324826345487409e+00 1.820694039457826818e+01
1.800000000000000488e-01 9.285860750189394608e+00 1.872075071959534398e+01
1.820000000000000229e-01 9.324678421265387485e+00 1.868478569372607723e+01
1.839999999999999969e-01 9.402313468866397628e+00 1.880773908421049256e+01
1.860000000000000542e-01 9.569448733572048837e+00 1.913334756366378286e+01
1.880000000000000004e-01 9.783617614772726512e+00 1.946447711218509724e+01
