# gamma d2min
2.000000000000062492e-03 6.585078083037405605e-01
3.999999999999961919e-03 6.628233564038825687e-01
6.000000000000024411e-03 6.648492009075127607e-01
7.999999999999923839e-03 6.565406007043086412e-01
9.999999999999986330e-03 6.623870650587910802e-01
1.200000000000004882e-02 6.604048327355587222e-01
1.399999999999994998e-02 6.544152325994317954e-01
1.600000000000001074e-02 6.664362423117897727e-01
1.800000000000007497e-02 6.669238568832860370e-01
1.999999999999997266e-02 6.766273051077178469e-01
2.200000000000003689e-02 6.796273575027620417e-01
2.399999999999993805e-02 6.732757535767833756e-01
2.599999999999999881e-02 6.762664280283300355e-01
2.800000000000005956e-02 6.862744016729798169e-01
2.999999999999996766e-02 6.806308847518151017e-01
3.200000000000002148e-02 6.846351138750788046e-01
3.399999999999992611e-02 6.873996032394255051e-01
3.599999999999998340e-02 6.988992738162880247e-01
3.800000000000004763e-02 7.096070761994949239e-01
3.999999999999994532e-02 7.055140985321970426e-01
4.200000000000000261e-02 7.173811861150567459e-01
4.400000000000007377e-02 7.274230311276831396e-01
4.599999999999997147e-02 7.257734593611899765e-01
4.800000000000003569e-02 7.304952215830176065e-01
4.999999999999993339e-02 7.354731367404512277e-01
5.199999999999999761e-02 7.449131485223325910e-01
5.400000000000006184e-02 7.547318613123420450e-01
5.599999999999995953e-02 7.612145351384942416e-01
5.800000000000002376e-02 7.694146562638098930e-01
5.999999999999993533e-02 7.759079243095012846e-01
6.199999999999999262e-02 7.924575150607638951e-01
6.400000000000004297e-02 8.023738175445864762e-01
6.599999999999994760e-02 8.112986586489898677e-01
6.800000000000000488e-02 8.178776889776673276e-01
7.000000000000007605e-02 8.505951133601640235e-01
7.199999999999996680e-02 8.641623210089173224e-01
7.400000000000003797e-02 8.777920477430556367e-01
7.600000000000009526e-02 9.004334453006628269e-01
7.799999999999999989e-02 9.150037791508838225e-01
8.000000000000005718e-02 9.483988514125631930e-01
8.199999999999994793e-02 9.653865532986111164e-01
8.400000000000000522e-02 1.018358654894649495e+00
8.600000000000007638e-02 1.050883084534801171e+00
8.799999999999998102e-02 1.115858573622948269e+00
9.000000000000005218e-02 1.157557757058869985e+00
9.199999999999994293e-02 1.207056157702020016e+00
9.400000000000001410e-02 1.241719653016493119e+00
9.600000000000007139e-02 1.294347234394728208e+00
9.799999999999997602e-02 1.343486752456202638e+00
1.000000000000000333e-01 1.436549011624052907e+00
1.020000000000000906e-01 1.521430361740451431e+00
1.039999999999999952e-01 1.573596554630287248e+00
1.060000000000000525e-01 1.642849886687184124e+00
1.079999999999999571e-01 1.698997554938052046e+00
1.100000000000000144e-01 1.797764419886363818e+00
1.120000000000000856e-01 1.905508229521780228e+00
1.139999999999999764e-01 2.026872765194917658e+00
1.160000000000000475e-01 2.248728857672427139e+00
1.179999999999999383e-01 2.501862309672901130e+00
1.200000000000000094e-01 2.913759063519965942e+00
1.220000000000000667e-01 3.795602478474195518e+00
1.239999999999999714e-01 5.237518224139836143e+00
1.260000000000000286e-01 5.921325016479245917e+00
1.280000000000000859e-01 6.254605701384943650e+00
1.300000000000000044e-01 6.508997911122947677e+00
1.320000000000000895e-01 6.897284145973406666e+00
1.339999999999999525e-01 7.125651977637704526e+00
1.360000000000000098e-01 7.371436127541034722e+00
1.379999999999999283e-01 7.552348790013414970e+00
1.399999999999999856e-01 7.728344799627130612e+00
1.420000000000000429e-01 7.913236095799796033e+00
1.439999999999999336e-01 7.988478865808475327e+00
1.460000000000000187e-01 8.196309560963147334e+00
1.480000000000000759e-01 8.448540297076231553e+00
1.499999999999999667e-01 8.707902165688130580e+00
1.520000000000000240e-01 8.861816023441443591e+00
1.540000000000000813e-01 8.992816773356612003e+00
1.559999999999999998e-01 9.228529153381469285e+00
1.580000000000000571e-01 9.349880299467329792e+00
1.600000000000001144e-01 9.579334766333255757e+00
1.620000000000000329e-01 9.795661024459436206e+00
1.640000000000000902e-01 9.930775465623025156e+00
1.659999999999999531e-01 1.019105301027659394e+01
1.680000000000000104e-01 1.039264691430121523e+01
1.699999999999999289e-01 1.061471073097577467e+01
1.720000000000000140e-01 1.079764679328835264e+01
1.740000000000000713e-01 1.102909822613439239e+01
1.759999999999999620e-01 1.122687058233507074e+01
1.780000000000000193e-01 1.157042268462949686e+01
1.800000000000001044e-01 1.183423297543008168e+01
1.819999999999999951e-01 1.212295762661576681e+01
1.840000000000000524e-01 1.227598723168797434e+01
1.860000000000000264e-01 1.242108785419823214e+01
1.880000000000000282e-01 1.260188373261521377e+01
1.900000000000000022e-01 1.290798113543047876e+01
1.919999999999999762e-01 1.323491101075599907e+01
1.940000000000000335e-01 1.354250291921953675e+01
1.960000000000000075e-01 1.373368168634390862e+01
1.980000000000000093e-01 1.388142533058317518e+01
2.000000000000000666e-01 1.413940810179134822e+01
