# gamma d2min
2.000000000000027797e-03 6.719811360834910818e-01
4.000000000000055594e-03 6.772838844341856346e-01
5.999999999999920328e-03 6.725024381983900623e-01
7.999999999999949860e-03 6.736460546243686620e-01
9.999999999999975922e-03 6.826441401830808386e-01
1.200000000000000372e-02 6.764888940577651333e-01
1.400000000000003152e-02 6.862944712357954558e-01
1.600000000000005931e-02 6.854696931818182737e-01
1.799999999999992231e-02 6.851826569996843919e-01
1.999999999999995184e-02 6.861075104324494411e-01
2.199999999999997791e-02 6.886666368292297946e-01
2.400000000000000744e-02 6.949744057173296019e-01
2.600000000000003350e-02 7.076528218868369802e-01
2.800000000000006303e-02 6.962302302971117296e-01
2.999999999999992603e-02 7.017386881826073175e-01
3.199999999999995209e-02 7.159675004024621536e-01
3.399999999999998856e-02 7.236883089192708285e-01
3.600000000000001116e-02 7.218489076526988235e-01
3.800000000000004069e-02 7.368727368963067237e-01
4.000000000000006328e-02 7.524501214626735379e-01
4.199999999999993322e-02 7.585669241733743462e-01
4.399999999999995581e-02 7.534918566051137523e-01
4.599999999999998535e-02 7.646183370620266428e-01
4.800000000000001488e-02 7.765917461884469519e-01
5.000000000000003747e-02 7.948078672821968782e-01
5.200000000000006700e-02 7.933908791548295314e-01
5.399999999999993000e-02 7.999894427103061423e-01
5.599999999999995953e-02 8.189204853278883034e-01
5.799999999999998906e-02 8.360372169902146045e-01
6.000000000000001860e-02 8.603625392400567895e-01
6.200000000000004119e-02 8.834385757398200978e-01
6.400000000000007072e-02 9.041105236998895345e-01
6.599999999999993372e-02 9.196236375690498566e-01
6.799999999999997713e-02 9.396794981317077022e-01
6.999999999999999278e-02 9.542388023457228918e-01
7.200000000000002232e-02 9.739037457721748670e-01
7.400000000000005185e-02 1.008801494949494781e+00
7.600000000000008138e-02 1.025140406313131303e+00
7.799999999999994438e-02 1.054680701430318779e+00
7.999999999999997391e-02 1.097182760974984017e+00
8.200000000000000344e-02 1.148497254115372623e+00
8.400000000000001910e-02 1.175842414399858260e+00
8.600000000000004863e-02 1.245821350986426657e+00
8.799999999999991163e-02 1.293007102992818513e+00
8.999999999999994116e-02 1.341868824648832170e+00
9.199999999999997069e-02 1.409487962835385133e+00
9.400000000000000022e-02 1.463331368162089419e+00
9.600000000000002975e-02 1.516522658149857872e+00
9.800000000000005929e-02 1.620202485866477415e+00
1.000000000000000749e-01 1.771671568491556048e+00
1.019999999999999518e-01 1.871851016721906458e+00
1.039999999999999675e-01 2.032285519022253961e+00
1.059999999999999970e-01 2.186637722299163311e+00
1.080000000000000265e-01 2.334689671358112228e+00
1.100000000000000561e-01 2.439861897263652324e+00
1.119999999999999191e-01 2.755082564457070671e+00
1.139999999999999486e-01 2.973272016094538728e+00
1.159999999999999781e-01 3.213744268923611092e+00
1.180000000000000077e-01 3.541716812202098552e+00
1.200000000000000094e-01 3.895782739822049034e+00
1.220000000000000667e-01 4.356939417485400590e+00
1.240000000000000824e-01 4.695176220882654405e+00
1.259999999999999454e-01 5.026439242574179289e+00
1.280000000000000027e-01 5.508383518759864650e+00
1.300000000000000044e-01 5.915752694428661584e+00
1.320000000000000340e-01 6.141372524644887143e+00
1.340000000000000635e-01 6.598441737192234591e+00
1.359999999999999543e-01 7.201224291366793651e+00
1.379999999999999560e-01 7.513821871391651364e+00
1.399999999999999856e-01 7.923488683542456279e+00
1.420000000000000429e-01 8.142044558374763596e+00
1.440000000000000446e-01 8.271550745596591980e+00
1.460000000000000742e-01 8.561067837606534781e+00
1.479999999999999372e-01 8.903456164009233120e+00
1.499999999999999667e-01 9.085984131794507590e+00
1.519999999999999962e-01 9.289620799719855881e+00
1.540000000000000258e-01 9.469046475505050964e+00
1.560000000000000553e-01 9.692997532558003115e+00
1.580000000000000571e-01 9.938238923895202248e+00
1.599999999999999478e-01 1.002174977138375844e+01
1.619999999999999496e-01 1.020368607687816009e+01
1.639999999999999791e-01 1.043182900888375997e+01
1.660000000000000087e-01 1.062810986889599008e+01
1.680000000000000382e-01 1.075931453799518600e+01
1.700000000000000677e-01 1.084026753664969966e+01
1.719999999999999585e-01 1.115136369801136595e+01
1.739999999999999603e-01 1.132073233781762767e+01
1.759999999999999898e-01 1.163621123670296420e+01
1.780000000000000471e-01 1.182485268306897197e+01
1.800000000000000488e-01 1.206293958587634307e+01
1.820000000000000784e-01 1.232794737723326861e+01
1.839999999999999414e-01 1.255956231487334129e+01
1.859999999999999709e-01 1.274428003878235671e+01
1.880000000000000004e-01 1.296619856789575209e+01
1.900000000000000300e-01 1.321051794048492489e+01
1.920000000000000595e-01 1.337096045686158341e+01
1.940000000000000058e-01 1.361002510363202411e+01
1.959999999999999520e-01 1.380927092158499114e+01
1.979999999999999816e-01 1.394081777333096639e+01
2.000000000000000111e-01 1.410223013272766934e+01
