# gamma	percentage	time
5.999999947256406257e-02 9.292863743146118072e-01 6.000000000000000000e+05
6.199999525078340318e-02 9.278063570842399743e-01 6.200000000000000000e+05
6.399999790860186333e-02 9.337264260057275278e-01 6.400000000000000000e+05
6.599999941982047369e-02 9.294508206735420108e-01 6.600000000000000000e+05
6.799999634463967102e-02 9.207351636502409953e-01 6.800000000000000000e+05
6.999999785585826750e-02 9.169528973948462003e-01 7.000000000000000000e+05
7.199999936707686399e-02 9.151439874466138491e-01 7.200000000000000000e+05
7.399999629189606132e-02 9.236951981109847720e-01 7.400000000000000000e+05
7.599999894971452841e-02 9.181040219073576258e-01 7.600000000000000000e+05
7.799999472793386901e-02 9.220507345216826245e-01 7.800000000000000000e+05
7.999999623915247937e-02 9.236951981109847720e-01 8.000000000000000000e+05
8.199999889697093258e-02 9.110328284733586468e-01 8.200000000000000000e+05
8.399999582179012991e-02 9.107039357554982395e-01 8.400000000000000000e+05
8.599999733300874027e-02 9.116906139090794614e-01 8.600000000000000000e+05
8.799999884422733676e-02 9.116906139090794614e-01 8.800000000000000000e+05
8.999999576904653409e-02 9.008371542196856874e-01 9.000000000000000000e+05
9.199999154726587469e-02 9.139928629341024235e-01 9.200000000000000000e+05
9.399999420508432790e-02 9.105394893965680359e-01 9.400000000000000000e+05
9.599999571630293826e-02 9.033038496036388532e-01 9.600000000000000000e+05
9.799999837412140535e-02 8.990282442714533362e-01 9.800000000000000000e+05
9.999999988534001572e-02 8.983704588357325216e-01 1.000000000000000000e+06
1.019999910771599294e-01 8.991926906303835398e-01 1.020000000000000000e+06
1.039999925883785398e-01 8.926148362731751718e-01 1.040000000000000000e+06
1.059999952461970069e-01 8.903125872481523206e-01 1.060000000000000000e+06
1.079999967574156172e-01 8.857080891981063964e-01 1.080000000000000000e+06
1.099999994152340704e-01 8.957393170928491521e-01 1.100000000000000000e+06
1.120000009264526808e-01 8.773213248926657881e-01 1.120000000000000000e+06
1.139999932648724651e-01 8.837347328909439526e-01 1.140000000000000000e+06
1.159999936294911910e-01 8.834058401730835453e-01 1.160000000000000000e+06
1.179999962873096719e-01 8.720590414068990492e-01 1.180000000000000000e+06
1.199999977985283101e-01 8.671256506389928287e-01 1.200000000000000000e+06
1.220000004563467494e-01 8.865303209927575256e-01 1.220000000000000000e+06
1.239999905015668064e-01 8.829125010962928233e-01 1.240000000000000000e+06
1.259999931593852596e-01 8.812680375069907868e-01 1.260000000000000000e+06
1.279999946706038838e-01 8.937659607856867083e-01 1.280000000000000000e+06
1.299999973284223509e-01 8.967259952464304851e-01 1.300000000000000000e+06
1.319999988396409474e-01 8.959037634517793558e-01 1.320000000000000000e+06
1.339999900314608750e-01 9.006727078607554837e-01 1.340000000000000000e+06
1.359999926892793420e-01 9.037971886804294641e-01 1.360000000000000000e+06
1.379999942004979385e-01 8.809391447891303795e-01 1.380000000000000000e+06
1.399999957117165350e-01 8.834058401730835453e-01 1.400000000000000000e+06
1.419999972229351592e-01 8.804458057123397685e-01 1.420000000000000000e+06
1.439999998807535986e-01 8.827480547373626196e-01 1.440000000000000000e+06
1.459999910725735539e-01 8.870236600695481366e-01 1.460000000000000000e+06
1.479999925837921226e-01 8.764990930980147699e-01 1.480000000000000000e+06
1.499999940950107469e-01 8.807746984302001758e-01 1.500000000000000000e+06
1.519999967528292140e-01 8.919570508374543572e-01 1.520000000000000000e+06
1.539999982640478382e-01 8.809391447891303795e-01 1.540000000000000000e+06
1.559999894558677380e-01 8.901481408892221170e-01 1.560000000000000000e+06
1.579999921136862051e-01 8.819258229427116014e-01 1.580000000000000000e+06
1.599999947715046444e-01 8.944237462214075229e-01 1.600000000000000000e+06
1.619999951361234258e-01 8.967259952464304851e-01 1.620000000000000000e+06
1.639999977939418652e-01 8.921214971963845608e-01 1.640000000000000000e+06
1.659999889857617927e-01 8.924503899142449681e-01 1.660000000000000000e+06
1.679999904969804170e-01 8.931081753499658937e-01 1.680000000000000000e+06
1.699999931547988563e-01 8.866947673516877293e-01 1.700000000000000000e+06
1.719999946660174805e-01 8.845569646855949708e-01 1.720000000000000000e+06
1.739999961772361048e-01 8.863658746338273220e-01 1.740000000000000000e+06
1.759999988350545441e-01 8.845569646855949708e-01 1.760000000000000000e+06
1.779999900268744717e-01 8.949170852981981339e-01 1.780000000000000000e+06
1.799999915380930959e-01 8.903125872481523206e-01 1.800000000000000000e+06
1.819999941959115353e-01 8.824191620195022123e-01 1.820000000000000000e+06
1.839999842411316200e-01 8.939304071446169120e-01 1.840000000000000000e+06
1.859999857523501887e-01 8.891614627356407841e-01 1.860000000000000000e+06
1.879999884101686558e-01 8.909703726838731352e-01 1.880000000000000000e+06
1.899999899213872800e-01 8.743612904319220114e-01 1.900000000000000000e+06
1.919999925792057471e-01 8.815969302248511941e-01 1.920000000000000000e+06
1.939999940904243436e-01 8.870236600695481366e-01 1.940000000000000000e+06
1.959999956016429401e-01 8.773213248926657881e-01 1.960000000000000000e+06
