# gamma	percentage	time
0.000000000000000000e+00 8.698595145612257884e-01 0.000000000000000000e+00
2.000000520445678349e-03 8.611494155112079385e-01 2.000000000000000000e+04
3.999999894535238160e-03 8.493168281225043081e-01 4.000000000000000000e+04
6.000000414980915207e-03 8.590129761215808957e-01 6.000000000000000000e+04
7.999999789070474585e-03 8.557261462913854366e-01 8.000000000000000000e+04
1.000000145587227190e-02 8.660796602565010716e-01 1.000000000000000000e+05
1.199999968360571101e-02 8.629571719178154021e-01 1.200000000000000000e+05
1.400000020405138892e-02 8.616424399857371963e-01 1.400000000000000000e+05
1.599999957814094917e-02 8.632858549008349813e-01 1.600000000000000000e+05
1.800000009858662708e-02 8.719959539508528312e-01 1.800000000000000000e+05
2.000000061903230500e-02 8.646005868329130761e-01 2.000000000000000000e+05
2.199999999312186524e-02 8.494811696140139867e-01 2.200000000000000000e+05
2.400000051356753969e-02 8.550687803253462782e-01 2.400000000000000000e+05
2.600000103401322107e-02 8.517819504951508192e-01 2.600000000000000000e+05
2.800000155445889899e-02 8.563835122574245950e-01 2.800000000000000000e+05
3.000000207490457690e-02 8.591773176130905743e-01 3.000000000000000000e+05
3.199999915628189834e-02 8.519462919866604977e-01 3.200000000000000000e+05
3.400000082308369392e-02 8.522749749696801880e-01 3.400000000000000000e+05
3.600000019717325417e-02 8.637788793753642391e-01 3.600000000000000000e+05
3.800000071761892168e-02 8.491524866309946296e-01 3.800000000000000000e+05
4.000000123806460306e-02 8.517819504951508192e-01 4.000000000000000000e+05
4.200000175851027751e-02 8.465230227668381069e-01 4.200000000000000000e+05
4.399999998624372355e-02 8.524393164611898666e-01 4.400000000000000000e+05
4.600000279940164027e-02 8.397850216149375102e-01 4.600000000000000000e+05
4.799999988077896518e-02 8.468517057498576861e-01 4.800000000000000000e+05
4.999999810851240428e-02 8.493168281225043081e-01 5.000000000000000000e+05
5.200000092167032101e-02 8.430718514451328582e-01 5.200000000000000000e+05
5.399999914940376011e-02 8.471803887328771543e-01 5.400000000000000000e+05
5.600000310891779798e-02 8.397850216149375102e-01 5.600000000000000000e+05
5.800000019029511594e-02 8.402780460894667680e-01 5.800000000000000000e+05
6.000000300345303267e-02 8.368268747677615194e-01 6.000000000000000000e+05
6.200000123118647177e-02 8.340330694120954291e-01 6.200000000000000000e+05
6.399999831256379668e-02 8.345260938866246869e-01 6.400000000000000000e+05
6.600000227207782066e-02 8.378129237168201460e-01 6.600000000000000000e+05
6.799999935345514557e-02 8.401137045979570894e-01 6.800000000000000000e+05
7.000000216661306229e-02 8.266377022941555630e-01 7.000000000000000000e+05
7.200000039434650834e-02 8.337043864290758499e-01 7.200000000000000000e+05
7.399999862207994050e-02 8.185849692101768715e-01 7.400000000000000000e+05
7.600000143523787111e-02 8.217074575488625410e-01 7.600000000000000000e+05
7.799999851661518213e-02 8.205570671082941248e-01 7.800000000000000000e+05
8.000000247612920612e-02 8.103678946346880574e-01 8.000000000000000000e+05
8.199999955750654490e-02 8.144764319224324645e-01 8.200000000000000000e+05
8.400000351702056889e-02 7.988639902290040062e-01 8.400000000000000000e+05
8.600000059839789379e-02 8.083957967365708042e-01 8.600000000000000000e+05
8.799999882613133984e-02 8.162841883290400391e-01 8.800000000000000000e+05
9.000000163928925656e-02 7.896608667044568985e-01 9.000000000000000000e+05
9.200000445244717329e-02 7.978779412799453796e-01 9.200000000000000000e+05
9.399999694840001363e-02 7.890035007384177401e-01 9.400000000000000000e+05
9.600000090791403762e-02 7.847306219591636545e-01 9.600000000000000000e+05
9.800000372107195434e-02 7.802934016883998902e-01 9.800000000000000000e+05
9.999999621702480856e-02 7.773352548412237883e-01 1.000000000000000000e+06
1.020000001765388326e-01 7.640235940289323846e-01 1.020000000000000000e+06
1.040000018433406420e-01 7.786499867733021052e-01 1.040000000000000000e+06
1.060000058028546660e-01 7.760205229091456935e-01 1.060000000000000000e+06
1.079999982988075202e-01 7.710902781638524495e-01 1.080000000000000000e+06
1.100000011119654370e-01 7.661600334185594274e-01 1.100000000000000000e+06
1.120000039251233537e-01 7.701042292147938229e-01 1.120000000000000000e+06
1.139999964210761940e-01 7.599150567411879775e-01 1.140000000000000000e+06
1.159999992342341107e-01 7.493972012845625530e-01 1.160000000000000000e+06
1.180000031937481486e-01 7.421661756581325875e-01 1.180000000000000000e+06
1.200000060069060653e-01 7.512049576911701276e-01 1.200000000000000000e+06
1.219999985028589057e-01 7.443026150477595193e-01 1.220000000000000000e+06
1.240000013160168224e-01 7.429878831156815355e-01 1.240000000000000000e+06
1.260000041291747530e-01 7.492328597930527634e-01 1.260000000000000000e+06
1.279999966251275934e-01 7.416731511836033297e-01 1.280000000000000000e+06
1.299999994382855240e-01 7.438095905732302615e-01 1.300000000000000000e+06
1.320000033977995479e-01 7.370715894213296648e-01 1.320000000000000000e+06
1.340000062109574508e-01 7.323056861675460993e-01 1.340000000000000000e+06
1.359999987069102911e-01 7.406871022345445921e-01 1.360000000000000000e+06
1.380000015200682217e-01 7.298405637948996993e-01 1.380000000000000000e+06
1.400000054795822735e-01 7.405227607430349135e-01 1.400000000000000000e+06
1.419999968291789927e-01 7.332917351166048370e-01 1.420000000000000000e+06
1.440000007886930167e-01 7.316483202015071630e-01 1.440000000000000000e+06
1.460000036018509195e-01 7.208017817618621592e-01 1.460000000000000000e+06
1.479999972441599088e-01 7.295118808118802312e-01 1.480000000000000000e+06
1.499999989109617182e-01 7.268824169477237085e-01 1.500000000000000000e+06
1.520000017241196211e-01 7.385506628449175492e-01 1.520000000000000000e+06
1.540000056836336451e-01 7.347708085401927214e-01 1.540000000000000000e+06
1.559999981795865132e-01 7.375646138958589226e-01 1.560000000000000000e+06
1.580000009927443883e-01 7.285258318628213825e-01 1.580000000000000000e+06
1.600000049522584400e-01 7.324700276590560000e-01 1.600000000000000000e+06
1.619999963018551314e-01 7.314839787099974844e-01 1.620000000000000000e+06
1.639999991150130898e-01 7.263893924731944507e-01 1.640000000000000000e+06
1.660000030745271138e-01 7.418374926751130083e-01 1.660000000000000000e+06
1.680000058876850166e-01 7.229382211514892020e-01 1.680000000000000000e+06
1.699999983836378847e-01 7.313196372184875838e-01 1.700000000000000000e+06
1.720000011967957876e-01 7.257320265071554033e-01 1.720000000000000000e+06
1.740000040099536904e-01 7.387150043364273388e-01 1.740000000000000000e+06
1.759999965059065585e-01 7.280328073882920137e-01 1.760000000000000000e+06
1.780000004654205825e-01 7.158715370165690262e-01 1.780000000000000000e+06
1.800000032785785131e-01 7.173506104401569106e-01 1.800000000000000000e+06
1.820000072380925371e-01 7.273754414222530773e-01 1.820000000000000000e+06
1.840000100512504677e-01 7.186653423722351164e-01 1.840000000000000000e+06
1.860000014008471869e-01 7.186653423722351164e-01 1.860000000000000000e+06
1.879999938968000273e-01 7.094622188476880087e-01 1.880000000000000000e+06
1.900000081735191415e-01 7.112699752542952503e-01 1.900000000000000000e+06
1.920000006694719541e-01 7.189940253552548066e-01 1.920000000000000000e+06
1.939999943117809433e-01 7.124203656948637775e-01 1.940000000000000000e+06
1.960000062957877875e-01 7.038746081363556062e-01 1.960000000000000000e+06
1.979999987917406279e-01 7.089691943731586399e-01 1.980000000000000000e+06
1.999999912876934960e-01 7.028885591872969796e-01 2.000000000000000000e+06
