# gamma	percentage	time
0.000000000000000000e+00 9.020588308488612928e-01 0.000000000000000000e+00
1.999999834895344400e-03 8.994279629499217776e-01 2.000000000000000000e+04
3.999999669790688800e-03 8.971259535383497852e-01 4.000000000000000000e+04
6.000000651246142208e-03 8.976192412694009581e-01 6.000000000000000000e+04
8.000000486141486608e-03 8.987702459751869544e-01 8.000000000000000000e+04
1.000000146759694175e-02 9.104447222767306780e-01 1.000000000000000000e+05
1.200000015593217541e-02 8.915353592531034543e-01 1.200000000000000000e+05
1.399999999082751981e-02 8.967970950509823735e-01 1.400000000000000000e+05
1.599999982572286594e-02 8.966326658072986122e-01 1.600000000000000000e+05
1.800000080717831588e-02 9.045252695041169355e-01 1.800000000000000000e+05
2.000000064207366202e-02 9.018944016051775314e-01 2.000000000000000000e+05
2.200000047696900815e-02 9.079782836214750352e-01 2.200000000000000000e+05
2.400000145842446156e-02 8.903843545473174581e-01 2.400000000000000000e+05
2.599999900019958621e-02 8.995923921936055390e-01 2.600000000000000000e+05
2.799999998165503962e-02 8.995923921936055390e-01 2.800000000000000000e+05
3.000000096311049649e-02 8.972903827820335465e-01 3.000000000000000000e+05
3.199999965144573189e-02 8.926863639588894506e-01 3.200000000000000000e+05
3.400000177946128910e-02 8.966326658072986122e-01 3.400000000000000000e+05
3.600000161435663176e-02 9.097870053019958547e-01 3.600000000000000000e+05
3.799999915613175988e-02 8.808474584136619656e-01 3.800000000000000000e+05
4.000000128414732403e-02 8.864380526989082965e-01 4.000000000000000000e+05
4.199999882592244521e-02 8.979480997567683698e-01 4.200000000000000000e+05
4.399999980737789862e-02 8.818340338757643115e-01 4.400000000000000000e+05
4.599999849571314442e-02 8.851226187494385389e-01 4.600000000000000000e+05
4.800000177028880544e-02 8.811763169010293772e-01 4.800000000000000000e+05
5.000000045862404430e-02 8.938373686646754468e-01 5.000000000000000000e+05
5.199999800039917242e-02 8.869313404299594694e-01 5.200000000000000000e+05
5.400000242153495111e-02 8.778877320273551499e-01 5.400000000000000000e+05
5.599999996331007923e-02 8.764078688342016310e-01 5.600000000000000000e+05
5.799999865164531809e-02 8.836427555562851310e-01 5.800000000000000000e+05
6.000000192622099299e-02 8.793675952205085578e-01 6.000000000000000000e+05
6.200000061455623185e-02 8.813407461447131386e-01 6.200000000000000000e+05
6.399999930289146377e-02 8.729548547168436423e-01 6.400000000000000000e+05
6.600000257746713173e-02 8.767367273215691537e-01 6.600000000000000000e+05
6.800000126580237059e-02 8.810118876573457269e-01 6.800000000000000000e+05
6.999999880757748483e-02 8.775588735399876272e-01 7.000000000000000000e+05
7.200000322871326353e-02 8.742702886663133999e-01 7.200000000000000000e+05
7.400000077048840552e-02 8.671998311879136612e-01 7.400000000000000000e+05
7.599999945882361663e-02 8.630891000958207382e-01 7.600000000000000000e+05
7.800000273339931234e-02 8.619380953900347420e-01 7.800000000000000000e+05
8.000000256829464806e-02 8.635823878268719112e-01 8.000000000000000000e+05
8.199999896350966544e-02 8.630891000958207382e-01 8.200000000000000000e+05
8.399999765184489042e-02 8.591427982474114655e-01 8.400000000000000000e+05
8.600000207298068300e-02 8.594716567347789882e-01 8.600000000000000000e+05
8.799999961475581112e-02 8.519079115253280765e-01 8.800000000000000000e+05
8.999999944965114684e-02 8.525656285000630108e-01 9.000000000000000000e+05
