# gamma	percentage
0.000000000000000000e+00 1.057441381766689670e+00
2.000000344925121059e-03 1.054028183331844781e+00
3.999999547714080429e-03 1.055490982661064114e+00
5.999999892639201055e-03 1.048176986014967893e+00
8.000000237564320812e-03 1.055328449402261892e+00
1.000000058248944231e-02 1.061504713236743003e+00
1.199999978527840211e-02 1.048176986014967893e+00
1.399999898806735844e-02 1.047526852979759449e+00
1.599999933299248167e-02 1.047851919497363671e+00
1.799999967791760316e-02 1.049802318602989226e+00
1.999999888070655776e-02 1.054190716590647003e+00
2.200000036776784268e-02 1.042975921733299671e+00
2.399999842842064079e-02 1.053540583555438337e+00
2.599999991548192571e-02 1.056466182213876781e+00
2.799999911827088378e-02 1.049964851861791448e+00
2.999999946319600180e-02 1.049639785344187226e+00
3.199999866598496334e-02 1.042975921733299671e+00
3.400000015304624479e-02 1.039887789816059005e+00
3.599999821369904290e-02 1.046876719944550782e+00
3.799999970076032435e-02 1.044601254321321004e+00
3.999999776141311553e-02 1.049802318602989226e+00
4.199999924847440391e-02 1.045576453874133893e+00
4.400000073553568536e-02 1.033386459463973672e+00
4.599999879618849041e-02 1.042163255439289005e+00
4.799999685684128159e-02 1.042975921733299671e+00
5.000000177031105331e-02 1.034849258793193005e+00
5.199999983096385142e-02 1.027047662370690340e+00
5.399999789161664954e-02 1.039075123522048338e+00
5.599999823654176756e-02 1.034199125757984339e+00
5.800000086573921243e-02 1.034199125757984339e+00
5.999999892639200361e-02 1.033711525981577894e+00
6.199999812918096515e-02 1.019733665724594340e+00
6.399999618983376326e-02 1.036637124640016339e+00
6.599999996116737155e-02 1.040375389592465449e+00
6.800000030609248958e-02 1.031110993840743895e+00
6.999999722460911733e-02 1.028998061476316117e+00
7.199999528526190851e-02 1.023634463935845673e+00
7.400000019873169410e-02 1.017133133583760118e+00
7.599999825938447140e-02 1.015507800995738785e+00
7.799999746217345375e-02 1.015182734478134563e+00
7.999999552282623105e-02 1.012257135819696119e+00
8.199999929415985322e-02 1.007381138055632119e+00
8.399999735481264440e-02 1.009006470643653453e+00
8.599999655760159900e-02 1.010794336490477008e+00
8.800000032893520729e-02 1.009819136937664119e+00
8.999999838958801235e-02 1.007706204573236342e+00
9.199999759237698083e-02 1.009819136937664119e+00
9.400000136371057524e-02 9.995795416331296757e-01
9.599999485581872660e-02 1.013557401890113230e+00
9.799999862715233490e-02 9.994170083743274535e-01
1.000000023984859293e-01 1.000392207927140342e+00
1.019999958905940807e-01 9.935658110574506763e-01
1.039999996619277028e-01 9.955162101630762317e-01
1.059999920118996769e-01 9.903151458814078989e-01
1.079999969253694486e-01 9.847890150821353439e-01
1.100000006967030708e-01 9.930782112810442319e-01
1.119999930466750448e-01 9.623594253674406795e-01
1.139999979601448166e-01 9.652850240258791237e-01
1.160000017314784249e-01 9.662602235786920124e-01
1.179999940814504128e-01 9.750370195540072338e-01
1.199999989949201845e-01 9.743868865187986783e-01
1.219999913448921725e-01 9.799130173180713443e-01
1.239999962583619303e-01 9.631720916614514572e-01
1.259999988875593613e-01 9.688607557195261233e-01
1.279999923796675265e-01 9.812132833884883443e-01
1.299999961510011071e-01 9.760122191068200115e-01
1.320000010644709065e-01 9.833262157529161218e-01
1.339999934144428806e-01 9.774750184360392335e-01
1.359999983279126246e-01 9.787752845064563445e-01
1.380000009571101249e-01 9.812132833884883443e-01
1.399999944492182347e-01 9.696734220135367899e-01
1.419999982205518707e-01 9.729240871895794562e-01
1.439999917126600082e-01 9.784502179888521223e-01
1.459999954839936165e-01 9.825135494589054552e-01
1.480000003974633882e-01 9.680480894255154567e-01
1.499999927474353623e-01 9.695108887547346788e-01
1.519999965187689428e-01 9.813758166472905664e-01
1.540000002901025788e-01 9.701610217899432342e-01
1.559999937822107163e-01 9.691858222371303455e-01
1.579999975535443524e-01 9.691858222371303455e-01
1.599999899035163264e-01 9.737367534835901228e-01
1.619999948169860982e-01 9.569958278269702356e-01
1.639999985883197064e-01 9.688607557195261233e-01
1.659999920804278439e-01 9.722739541543710118e-01
1.679999958517614800e-01 9.791003510240606778e-01
1.700000007652312239e-01 9.745494197776009004e-01
1.719999919730670346e-01 9.774750184360392335e-01
1.739999968865368341e-01 9.672354231315047901e-01
1.760000006578704423e-01 9.631720916614514572e-01
1.779999941499785521e-01 9.691858222371303455e-01
1.799999979213121881e-01 9.747119530364030116e-01
1.819999914134203534e-01 9.703235550487453454e-01
1.839999940426177705e-01 9.675604896491090123e-01
1.859999875347259080e-01 9.636596914378577905e-01
1.880000027274211505e-01 9.691858222371303455e-01
1.899999962195293157e-01 9.735742202247880117e-01
1.919999885695012620e-01 9.573208943445745689e-01
1.940000049043326680e-01 9.690232889783282344e-01
1.959999961121685064e-01 9.789378177652584556e-01
1.979999896042766439e-01 9.764998188832264558e-01
2.000000047969718586e-01 9.652850240258791237e-01
