# gamma	percentage
0.000000000000000000e+00 1.089621513102960959e+00
2.000000648543442949e-03 1.082633634644582399e+00
4.000000155285049659e-03 1.082633634644582399e+00
5.999999662026656369e-03 1.099047023581703808e+00
8.000000310570099318e-03 1.090271548308391347e+00
1.000000095911354400e-02 1.084583740260874007e+00
1.199999932405331274e-02 1.090109039507033861e+00
1.399999997259675569e-02 1.090271548308391347e+00
1.600000062114019864e-02 1.086858863479881032e+00
1.800000012788180448e-02 1.086046319473092936e+00
2.000000077642525090e-02 1.076783317795707573e+00
2.200000028316685674e-02 1.082308617041867205e+00
2.399999978990846258e-02 1.087996425089384545e+00
2.600000043845190553e-02 1.078570914610641474e+00
2.799999880339167774e-02 1.083933705055443619e+00
3.000000059373695432e-02 1.087833916288026836e+00
3.200000124228039727e-02 1.083933705055443619e+00
3.399999960722017295e-02 1.082796143445940107e+00
3.600000025576360896e-02 1.087021372281238740e+00
3.799999862070338463e-02 1.070770492145474817e+00
4.000000041104866122e-02 1.067195298515606794e+00
4.200000105959210417e-02 1.076945826597065059e+00
4.400000056633371348e-02 1.073695650569912452e+00
4.599999778947164164e-02 1.079870985021502694e+00
4.799999843801509153e-02 1.063295087283023577e+00
5.000000022836037505e-02 1.067195298515606794e+00
5.200000087690381106e-02 1.075483247384846353e+00
5.400000266724908765e-02 1.066545263310176406e+00
5.599999760678335547e-02 1.069632930535971527e+00
5.799999939712863206e-02 1.054032085605638214e+00
6.000000004567207501e-02 1.065895228104745796e+00
6.200000183601735160e-02 1.060857455262659066e+00
6.400000248456079455e-02 1.057607279235506237e+00
6.599999856589688907e-02 1.055982191221929822e+00
6.799999921444034590e-02 1.052894523996134701e+00
6.999999986298378885e-02 1.055819682420572114e+00
7.200000165332906543e-02 1.051756962386631189e+00
7.400000230187250838e-02 1.051106927181200801e+00
7.599999838320860290e-02 1.042818978311961242e+00
7.799999903175204585e-02 1.040381346291596731e+00
7.999999968029548880e-02 1.042006434305172924e+00
8.200000147064077927e-02 1.042168943106530632e+00
8.400000211918420834e-02 1.033555976634575879e+00
8.599999820052031674e-02 1.027868168587058539e+00
8.799999884906375969e-02 1.020067746121891883e+00
8.999999949760718876e-02 1.041031381497027120e+00
9.199999557894328328e-02 1.032255906223714659e+00
9.400000193649590829e-02 1.020880290128680201e+00
9.599999801783201669e-02 1.018117640505600274e+00
9.800000437538464171e-02 1.011454779649937130e+00
1.000000004567207501e-01 1.021692834135468297e+00
1.019999965380568446e-01 1.017955131704242566e+00
1.040000017538076221e-01 1.007392059615996205e+00
1.059999978351437305e-01 1.010317218040433618e+00
1.080000041926963555e-01 1.009829691636360716e+00
1.100000002740324501e-01 1.004141883588843376e+00
1.119999963553685307e-01 9.872409682476490644e-01
1.140000027129211696e-01 1.000891707561690769e+00
1.159999976524554305e-01 9.896786002680136862e-01
1.180000040100080555e-01 9.943913555073851107e-01
1.200000000913441500e-01 1.007879586020069107e+00
1.219999961726802445e-01 9.919537234870205999e-01
1.240000036720347032e-01 1.000079163554902451e+00
1.259999974697671443e-01 1.008042094821426815e+00
1.280000049691215891e-01 1.019417710916461273e+00
1.299999999086558500e-01 1.000079163554902451e+00
1.319999959899919861e-01 1.011454779649937130e+00
1.340000023475445834e-01 1.007229550814638497e+00
1.359999984288806640e-01 1.002841813177982377e+00
1.380000047864333168e-01 1.016817570094739276e+00
1.399999997259675777e-01 1.015680008485235764e+00
1.419999958073036583e-01 1.010642235643149034e+00
1.440000021648562833e-01 1.007554568417353913e+00
1.459999982461923917e-01 1.000566689958975353e+00
1.480000046037450168e-01 1.013242376464871031e+00
1.499999995432792776e-01 1.003654357184770474e+00
1.519999956246153860e-01 1.001216725164405963e+00
1.540000019821680111e-01 1.005279445198346888e+00
1.559999980635040917e-01 1.008367112424142009e+00
1.580000044210567167e-01 1.011292270848579422e+00
1.600000005023928251e-01 1.006417006807850401e+00
1.619999954419270582e-01 1.005604462801062082e+00
1.640000017994796833e-01 1.006254498006492692e+00
1.659999978808158194e-01 9.997541459521872564e-01
1.680000042383684167e-01 9.802530897892707262e-01
1.700000003197045251e-01 9.984540755413261470e-01
1.719999952592387860e-01 9.984540755413261470e-01
1.740000027585932585e-01 1.003166830780697572e+00
1.759999976981274916e-01 9.973165139318226347e-01
1.780000040556801444e-01 9.989416019453990492e-01
1.800000001370162250e-01 9.893535826652983811e-01
1.819999950765504582e-01 9.810656337960588225e-01
1.839999911578865666e-01 9.825282130082776400e-01
1.860000089334575835e-01 9.943913555073851107e-01
1.880000050147936641e-01 9.952038995141733180e-01
1.899999999543279250e-01 9.942288467060275137e-01
1.919999960356640334e-01 9.960164435209615252e-01
1.939999921170001418e-01 1.009992200437718424e+00
1.960000087507692834e-01 9.922787410897359051e-01
1.980000048321053918e-01 1.003491848383412766e+00
1.999999997716396249e-01 1.003654357184770474e+00
