# gamma	percentage
0.000000000000000000e+00 1.100897467066417557e+00
1.999999739677027662e-03 1.105122313434495407e+00
4.000000621121477251e-03 1.102522407977216901e+00
6.000000360798505780e-03 1.100897467066417557e+00
8.000000100475532575e-03 1.093747727058901331e+00
1.000000098191998303e-02 1.087897939780024581e+00
1.199999957982958790e-02 1.107559724800694090e+00
1.400000046127403662e-02 1.104634831161255715e+00
1.600000020095106168e-02 1.102197419795057032e+00
1.800000108239551561e-02 1.107234736618534221e+00
2.000000082207254240e-02 1.095210173878620630e+00
2.200000170351698939e-02 1.093260244785661639e+00
2.400000030142659599e-02 1.097810079335899358e+00
2.600000118287104645e-02 1.086435492960305282e+00
2.800000206431550037e-02 1.097810079335899358e+00
2.999999952045768331e-02 1.089197892508663834e+00
3.200000040190213030e-02 1.094560197514301114e+00
3.400000242511400095e-02 1.090985327510543001e+00
3.600000216479103121e-02 1.090172857055143441e+00
3.799999962093321415e-02 1.092935256603501770e+00
4.000000050237766808e-02 1.086760481142465151e+00
4.200000138382211506e-02 1.083998081594106599e+00
4.400000340703397878e-02 1.082698128865467346e+00
4.599999972140875193e-02 1.082535634774387301e+00
4.800000060285319198e-02 1.084323069776266468e+00
5.000000148429764590e-02 1.081885658410067785e+00
5.200000236574209289e-02 1.080098223408188618e+00
5.400000324718654682e-02 1.084160575685186423e+00
5.600000412863100074e-02 1.077173329768750243e+00
5.800000386830801713e-02 1.087897939780024581e+00
5.999999904091536662e-02 1.078635776588469541e+00
6.199999992235979973e-02 1.077823306133069758e+00
6.400000080380426060e-02 1.076848341586590374e+00
6.600000168524870758e-02 1.078473282497389496e+00
6.800000256669315457e-02 1.079773235226028749e+00
7.000000230637018483e-02 1.056861568383760996e+00
7.200000318781464570e-02 1.058973991567799811e+00
7.400000406925907881e-02 1.062873849753717792e+00
7.599999924186642830e-02 1.056536580201601128e+00
7.800000012331087529e-02 1.060273944296439064e+00
8.000000100475533615e-02 1.051499263378123716e+00
8.200000188619976926e-02 1.056049097928361435e+00
8.400000162587679953e-02 1.042399594277648500e+00
8.600000250732126039e-02 1.038662230182810564e+00
8.800000338876570738e-02 1.045811970190326790e+00
9.000000427021015437e-02 1.044674511552767360e+00
9.199999944281750386e-02 1.042074606095488853e+00
9.400000032426195085e-02 1.038012253818490827e+00
9.600000120570638396e-02 1.031187501993134470e+00
9.800000208715083094e-02 1.040124677002529863e+00
1.000000029685952918e-01 1.036874795180931619e+00
1.020000027082723221e-01 1.029725055173415393e+00
1.040000035897167691e-01 1.032487454721773945e+00
1.060000044711612160e-01 1.029725055173415393e+00
1.080000053526056769e-01 1.022575315165899168e+00
1.100000062340501239e-01 1.016075551522702458e+00
1.120000071154945570e-01 1.024362750167778113e+00
1.140000079969390179e-01 1.015913057431622635e+00
1.160000077366160343e-01 1.008438329241946541e+00
1.179999972003862724e-01 1.024037761985618245e+00
1.199999980818307332e-01 1.030862513810974601e+00
1.219999989632751802e-01 1.037362277454171311e+00
1.239999998447196411e-01 1.028262608353696095e+00
1.260000007261640742e-01 1.035737336543372189e+00
1.280000016076085212e-01 1.027125149716136665e+00
1.300000013472855653e-01 1.027287643807216488e+00
1.320000022287300123e-01 1.032812442903933592e+00
1.340000031101744316e-01 1.029075078809095656e+00
1.360000051333863091e-01 1.038174747909570872e+00
1.380000048730633533e-01 1.023387785621298729e+00
1.400000057545078003e-01 1.034762371996892583e+00
1.420000066359522195e-01 1.029887549264495217e+00
1.440000063756292914e-01 1.033624913359333153e+00
1.460000072570737384e-01 1.032487454721773945e+00
1.480000081385181576e-01 1.032649948812853768e+00
1.500000090199626046e-01 1.022412821074819123e+00
1.519999984837328566e-01 1.024037761985618245e+00
1.539999993651773036e-01 1.024037761985618245e+00
1.560000002466217506e-01 1.026312679260737104e+00
1.580000011280661976e-01 1.023387785621298729e+00
1.600000008677432140e-01 1.026312679260737104e+00
1.620000017491876887e-01 1.027450137898296534e+00
1.640000026306321079e-01 1.013800634247583821e+00
1.660000035120765827e-01 1.009900776061665839e+00
1.680000043935210297e-01 1.026312679260737104e+00
1.700000052749654766e-01 1.019000445162141055e+00
1.720000050146425208e-01 1.036224818816611881e+00
1.740000058960869678e-01 1.041424629731169116e+00
1.760000067775313870e-01 1.023712773803458598e+00
1.780000076589758617e-01 1.032324960630693900e+00
1.800000085404202810e-01 1.026475173351816927e+00
1.820000105636321863e-01 1.030862513810974601e+00
1.839999988856350077e-01 1.025175220623177674e+00
1.859999997670794547e-01 1.037199783363091266e+00
1.880000006485239017e-01 1.035899830634452012e+00
1.900000015299683209e-01 1.021437856528339738e+00
1.920000012696453373e-01 1.031025007902054647e+00
1.940000021510898121e-01 1.026312679260737104e+00
1.960000030325342590e-01 1.019975409708620440e+00
1.980000039139787060e-01 1.033299925177173506e+00
2.000000047954231530e-01 1.016888021978102019e+00
