# gamma d2min std
4.000000000000066870e-03 6.512087395241477061e-01 4.996039660495441015e-01
6.000000000000018339e-03 6.530067875966698576e-01 5.078951021378164121e-01
7.999999999999970676e-03 6.590791193477746335e-01 5.076723720354267000e-01
9.999999999999922146e-03 6.578787876085070430e-01 5.104102550534350691e-01
1.200000000000003668e-02 6.574702786359689632e-01 5.208186506934029403e-01
1.399999999999998815e-02 6.628499951231060505e-01 5.286546254879407325e-01
1.599999999999994135e-02 6.616634105310922331e-01 5.268768774784186038e-01
1.800000000000005415e-02 6.663233636343909305e-01 5.362667237426496092e-01
2.000000000000000736e-02 6.718500742720170393e-01 5.493997965954227070e-01
2.199999999999995709e-02 6.646452248875475144e-01 5.338766265259521360e-01
2.400000000000007336e-02 6.765618432646779423e-01 5.587445222984281923e-01
2.600000000000002309e-02 6.722467877110952506e-01 5.351347639511931931e-01
2.799999999999997630e-02 6.831059925800977428e-01 5.798076841462458386e-01
2.999999999999992256e-02 6.925109878274936515e-01 5.956250856909995894e-01
3.200000000000004230e-02 7.009075526594066297e-01 6.056150574662837460e-01
3.399999999999999550e-02 7.072344268426451475e-01 6.332568442268795561e-01
3.599999999999994871e-02 7.204922643012153793e-01 6.624135351235456159e-01
3.800000000000006151e-02 7.153191715553978147e-01 6.722619236122693298e-01
4.000000000000001471e-02 7.257965472675979024e-01 6.662442000604107406e-01
4.199999999999996791e-02 7.363944796736900944e-01 7.017118056791568081e-01
4.400000000000008765e-02 7.404081100023671702e-01 7.044405543617767718e-01
4.600000000000003392e-02 7.401369361229482857e-01 7.000779429486249095e-01
4.799999999999998018e-02 7.548132456340751473e-01 7.117102714407872455e-01
4.999999999999993339e-02 7.585895939808238175e-01 7.077254886210979645e-01
5.200000000000004619e-02 7.780900123540087643e-01 7.476238208866858859e-01
5.399999999999999939e-02 7.873196999763257820e-01 7.894317254466978184e-01
5.599999999999995259e-02 8.019501846610637141e-01 8.620768199109404284e-01
5.800000000000006539e-02 8.289253486702967688e-01 8.969030694805175674e-01
6.000000000000001860e-02 8.344420497948232818e-01 8.946183729263577078e-01
6.199999999999997180e-02 8.402174386067707834e-01 8.939894769309251199e-01
6.400000000000008460e-02 8.640881577473958908e-01 9.207366289600199538e-01
6.600000000000003086e-02 8.722945519610163512e-01 9.513548408958886204e-01
6.799999999999999101e-02 9.064508191445707075e-01 1.012453291241611986e+00
6.999999999999993727e-02 9.204330200580018717e-01 1.043985539528793138e+00
7.200000000000005007e-02 9.462359298907039307e-01 1.122005641746248283e+00
7.400000000000001021e-02 9.791530699968435947e-01 1.135906347812228434e+00
7.599999999999995648e-02 1.002529523455255811e+00 1.256217822501179526e+00
7.800000000000006928e-02 1.038790613502209803e+00 1.285286338640914128e+00
8.000000000000002942e-02 1.049967316356928748e+00 1.285875760765622378e+00
8.199999999999998956e-02 1.089094927456202733e+00 1.335191242568021908e+00
8.399999999999993583e-02 1.098336243018071423e+00 1.358760113706062533e+00
8.600000000000004863e-02 1.137733965336963582e+00 1.465402002808386728e+00
8.799999999999999489e-02 1.145636057060842816e+00 1.456723060129931024e+00
8.999999999999994116e-02 1.201400959785353662e+00 1.578276263628660692e+00
9.200000000000006783e-02 1.232547979488241685e+00 1.659745480931955619e+00
9.400000000000001410e-02 1.277818635647490542e+00 1.741349987772252250e+00
9.599999999999996037e-02 1.336780025927241322e+00 1.869809590021043855e+00
9.800000000000008704e-02 1.403085983534564596e+00 1.973447280288437078e+00
1.000000000000000333e-01 1.446060262107402128e+00 2.145209219918746246e+00
1.019999999999999796e-01 1.535835778858901657e+00 2.315984602582411789e+00
1.040000000000000924e-01 1.652088784868213311e+00 2.537121277611874781e+00
1.060000000000000525e-01 1.817687644438525929e+00 2.861028878378483409e+00
1.079999999999999988e-01 1.871804442276278513e+00 2.992290051169243625e+00
1.099999999999999589e-01 1.978967056348642561e+00 3.152371401655069683e+00
1.120000000000000717e-01 2.076264414326862706e+00 3.354513754618096311e+00
1.140000000000000180e-01 2.208361838070154626e+00 3.589362784060937894e+00
1.159999999999999504e-01 2.380679856230271785e+00 3.858389813964715476e+00
1.179999999999999244e-01 2.685628000106534241e+00 4.565835427354191900e+00
1.200000000000000372e-01 3.033109166135969037e+00 5.430069938266072427e+00
1.219999999999999973e-01 3.466764934582149404e+00 6.549812573926310222e+00
1.239999999999999436e-01 3.995595237379656162e+00 8.006653480448148841e+00
1.260000000000000564e-01 4.490294302071495380e+00 9.443845898816199735e+00
1.280000000000000027e-01 4.990426190244238391e+00 1.059428741851307976e+01
1.299999999999999489e-01 5.294067856486743828e+00 1.135705594809154029e+01
1.320000000000000895e-01 5.597731869884391642e+00 1.201021998229829535e+01
1.340000000000000357e-01 5.824308506530145202e+00 1.260315973450770421e+01
1.359999999999999820e-01 5.957966041708098182e+00 1.291254464257339762e+01
1.380000000000000948e-01 6.157464921490293897e+00 1.327962376387566934e+01
1.400000000000000411e-01 6.305590843992660233e+00 1.363427072053881872e+01
1.419999999999999873e-01 6.580021000207148418e+00 1.438326164115798633e+01
1.439999999999999336e-01 6.744374713218117989e+00 1.481552811913988776e+01
1.460000000000000742e-01 6.987324811418876180e+00 1.547031207852607260e+01
1.480000000000000204e-01 7.230276028748422235e+00 1.601414034928267327e+01
1.499999999999999667e-01 7.406313897610874442e+00 1.627976572785851417e+01
1.520000000000000795e-01 7.610277185343671036e+00 1.687754996763034754e+01
1.540000000000000258e-01 7.900217964557685768e+00 1.765108729030758283e+01
1.559999999999999720e-01 8.016368971391651499e+00 1.796742943081663313e+01
1.579999999999999460e-01 8.156399148928739962e+00 1.821416747869042041e+01
1.600000000000000588e-01 8.300490827166193242e+00 1.854541787126960273e+01
1.619999999999999774e-01 8.424997639443260411e+00 1.887300466404933275e+01
1.639999999999999236e-01 8.605349158536535370e+00 1.926355122567774458e+01
1.660000000000000642e-01 8.731055193759862831e+00 1.947781792103177168e+01
1.680000000000000104e-01 8.931540310677082317e+00 1.998954158055683195e+01
1.699999999999999845e-01 9.119772029863083773e+00 2.034509235068448518e+01
1.720000000000000973e-01 9.336268475534643230e+00 2.083941232865625182e+01
1.740000000000000435e-01 9.476487026747948406e+00 2.103444581410054326e+01
1.759999999999999898e-01 9.703180317660985210e+00 2.153522170892656007e+01
1.780000000000001026e-01 9.895163122086096052e+00 2.192787623500515082e+01
1.800000000000000766e-01 1.006369610395557146e+01 2.235933144284402374e+01
1.819999999999999951e-01 1.033877807770083557e+01 2.297087385533194137e+01
1.840000000000000524e-01 1.059797572065380500e+01 2.361623554546360282e+01
1.860000000000000819e-01 1.089649896333254375e+01 2.420881395463796792e+01
1.880000000000000282e-01 1.106205134009232793e+01 2.456637960758600414e+01
1.899999999999999745e-01 1.137573479123658515e+01 2.528119149391763187e+01
1.920000000000000040e-01 1.157465544319562767e+01 2.579448629457495201e+01
1.940000000000000335e-01 1.172720847349865814e+01 2.606904458401461966e+01
1.960000000000000075e-01 1.183141676061197956e+01 2.629201901709619449e+01
1.980000000000000371e-01 1.190814923116714041e+01 2.637613552378983783e+01
2.000000000000000666e-01 1.200884262166785099e+01 2.659281567179221639e+01
