# gamma	percentage
0.000000000000000000e+00 1.016459857442556514e+00
2.000000073084475579e-03 1.022308116171649184e+00
4.000000146168951158e-03 1.019871341701193979e+00
6.000000219253426303e-03 1.015972502548465606e+00
8.000000292337902316e-03 1.019871341701193979e+00
1.000000036542237833e-02 1.018734180281648083e+00
1.199999929656191816e-02 1.012073663395737233e+00
1.399999936964639591e-02 1.021170954752103288e+00
1.599999944273087366e-02 1.013698179709374037e+00
1.799999951581534446e-02 1.013860631340737672e+00
1.999999958889982221e-02 1.024095084116649623e+00
2.199999852003936551e-02 1.014347986234828802e+00
2.399999859312383632e-02 1.016297405811192878e+00
2.599999980815324505e-02 1.020033793332557615e+00
2.799999873929279182e-02 1.017921922124829681e+00
2.999999995432220054e-02 1.012236115027100869e+00
3.199999888546174731e-02 1.015485147654374476e+00
3.400000124243608701e-02 1.019059083544375577e+00
3.599999788968576142e-02 1.015322696023010840e+00
3.799999910471516668e-02 1.001839210619825282e+00
3.999999803585470998e-02 1.003463726933462086e+00
4.199999925088412217e-02 1.005088243247098889e+00
4.399999932396859298e-02 1.010286695450736794e+00
4.599999597121826739e-02 1.007362566086190458e+00
4.799999718624767264e-02 1.006387856298008421e+00
4.999999954322202622e-02 1.000377145937552115e+00
5.200000075825143148e-02 9.997273394120973489e-01
5.399999626355617144e-02 1.000864500831643245e+00
5.599999747858558363e-02 9.930668225261863880e-01
5.799999869361498889e-02 9.946913388398231914e-01
5.999999990864440108e-02 9.924170160007317332e-01
6.199999541394914104e-02 9.990775328866426941e-01
6.399999662897855324e-02 9.955035969966415932e-01
6.599999784400796543e-02 9.872185637970938288e-01
6.800000020098229125e-02 9.968032100475511248e-01
6.999999570628703816e-02 9.951786937339143213e-01
7.199999692131645035e-02 9.890055317420943792e-01
7.399999813634586254e-02 9.800706920170918490e-01
7.599999935137526086e-02 9.807204985425466148e-01
7.799999485668000776e-02 9.781212724407276626e-01
7.999999607170941995e-02 9.727603686057262333e-01
8.199999728673883215e-02 9.794208854916371942e-01
8.399999850176824434e-02 9.877059186911849586e-01
8.599999514901791875e-02 9.794208854916371942e-01
8.799999636404731707e-02 9.846193376952749876e-01
8.999999643713180175e-02 9.834821762757292030e-01
9.199999308438146228e-02 9.693488843470888794e-01
9.400000000913553977e-02 9.693488843470888794e-01
9.599999551444030055e-02 9.800706920170918490e-01
9.799999101974501969e-02 9.685366261902704776e-01
9.999999794449909718e-02 9.766592077584546061e-01
1.019999945917487855e-01 9.664247549825426553e-01
1.040000003745579354e-01 9.677243680334520759e-01
1.059999958798626685e-01 9.664247549825426553e-01
1.079999925271123429e-01 9.537535277361753883e-01
1.099999983099214929e-01 9.683741745589068417e-01
1.119999949571711673e-01 9.699986908725436452e-01
1.139999904624759003e-01 9.583021734143585268e-01
1.159999973872299778e-01 9.522914630539023317e-01
1.179999928925347524e-01 9.503420434775381453e-01
1.199999998172888022e-01 9.519665597911749488e-01
1.219999953225935352e-01 9.405949455957172134e-01
1.239999908278982821e-01 9.500171402148107624e-01
1.259999977526523318e-01 9.423819135407177638e-01
1.279999932579571065e-01 9.402700423329898305e-01
1.299999899052067809e-01 9.326348156588968319e-01
1.319999968299608584e-01 9.401075907016261946e-01
1.339999923352655498e-01 9.352340417607156731e-01
1.359999981180747275e-01 9.293857830316232249e-01
1.379999947653244019e-01 9.360462999175341858e-01
1.399999902706291488e-01 9.204509433066206947e-01
1.419999971953832263e-01 9.323099123961694490e-01
1.439999927006879732e-01 9.368585580743525876e-01
1.459999893479376476e-01 9.264616536670768898e-01
1.479999962726917251e-01 9.282486216120774403e-01
1.499999906360515167e-01 9.365336548116252047e-01
1.519999975608055942e-01 9.287359765061684591e-01
1.539999942080552964e-01 9.310102993452600284e-01
1.559999897133600155e-01 9.316601058707146832e-01
1.579999966381140930e-01 9.282486216120774403e-01
1.599999921434188399e-01 9.308478477138962814e-01
1.619999990681729174e-01 9.300355895570778797e-01
1.639999945734776643e-01 9.334470738157152336e-01
1.659999900787823834e-01 9.249995889848037223e-01
1.679999970035364887e-01 9.170394590479833408e-01
1.699999925088412078e-01 9.287359765061684591e-01
1.719999891560908822e-01 9.323099123961694490e-01
1.739999949389000322e-01 9.329597189216242148e-01
1.759999915861497066e-01 9.323099123961694490e-01
1.779999985109037841e-01 9.251620406161674692e-01
1.799999940162085310e-01 9.391328809134440458e-01
1.819999906634582054e-01 9.339344287098062525e-01
1.839999850268180248e-01 9.319850091334420661e-01
1.859999919515721023e-01 9.394577841761714287e-01
1.879999988763261798e-01 9.246746857220764504e-01
1.899999841041265236e-01 9.389704292820804099e-01
1.919999910288806011e-01 9.175268139420744706e-01
1.939999979536346786e-01 9.319850091334420661e-01
1.959999820394900394e-01 9.241873308279853205e-01
1.979999889642441169e-01 9.217505563575301153e-01
1.999999958889981944e-01 9.262992020357132539e-01
