# gamma d2min std
4.000000000000000083e-03 7.244152166311551566e-01 6.027677297790634547e-01
5.999999999999918593e-03 7.204884436217644517e-01 5.939715424275383571e-01
8.000000000000000167e-03 7.281073497040720932e-01 6.319118602439527388e-01
1.000000000000008174e-02 7.281428403626105661e-01 6.354837410379696738e-01
1.200000000000000025e-02 7.381879776219223421e-01 6.344996604679226104e-01
1.400000000000008182e-02 7.333405014066446403e-01 6.307096580468573022e-01
1.600000000000000033e-02 7.423494093572443608e-01 6.310595714741171758e-01
1.800000000000008191e-02 7.425366086036143676e-01 6.379402358029533371e-01
2.000000000000000042e-02 7.581930423354639181e-01 6.988142630266799271e-01
2.199999999999991893e-02 7.572911724313448056e-01 6.741877593557172865e-01
2.400000000000000050e-02 7.794294385140467796e-01 7.305344570280228877e-01
2.600000000000008207e-02 7.881497664851641050e-01 7.543651414300924785e-01
2.800000000000000058e-02 8.103319474076703388e-01 8.017169433444596427e-01
2.999999999999991909e-02 8.187847927024145545e-01 9.095103205244684519e-01
3.200000000000000067e-02 8.520445797624685014e-01 1.017375313443787732e+00
3.400000000000007877e-02 8.505248311276830675e-01 1.011127414957693427e+00
3.599999999999999728e-02 8.804574623776831865e-01 1.070026952071191362e+00
3.799999999999991579e-02 8.885493980508206713e-01 1.063443420549445184e+00
4.000000000000000083e-02 8.992456090475061670e-01 1.090545715902167645e+00
4.200000000000007894e-02 9.306100538016887080e-01 1.120819345064345995e+00
4.399999999999999745e-02 9.422905840652618936e-01 1.171462076026603683e+00
4.599999999999991596e-02 9.715228691721907728e-01 1.209025093574230825e+00
4.800000000000000100e-02 9.878812525291982283e-01 1.218628484187070482e+00
5.000000000000007910e-02 1.008753943010180176e+00 1.282810448430807604e+00
5.199999999999999761e-02 1.050461290765072553e+00 1.353029275800907261e+00
5.399999999999991612e-02 1.073753863849431722e+00 1.415920728988504962e+00
5.600000000000000117e-02 1.084909299733664900e+00 1.419459776068088486e+00
5.800000000000007927e-02 1.120362680326704830e+00 1.590827392331614520e+00
5.999999999999999778e-02 1.153167783804845303e+00 1.622254967433375938e+00
6.199999999999991629e-02 1.209743314614899035e+00 1.744703596135041002e+00
