# gamma	percentage	time
0.000000000000000000e+00 9.174839896642497106e-01 0.000000000000000000e+00
1.999999754594925308e-03 9.160033807513973114e-01 2.000000000000000000e+04
4.000000655942535614e-03 9.056391183614299623e-01 4.000000000000000000e+04
6.000000410537461790e-03 9.262031310399365669e-01 6.000000000000000000e+04
8.000000165132387098e-03 9.171549654613936342e-01 8.000000000000000000e+04
9.999999919727312406e-03 9.118905782156959683e-01 1.000000000000000000e+05
1.200000082107492358e-02 9.178130138671057869e-01 1.200000000000000000e+05
1.400000057566984889e-02 9.150163081428289713e-01 1.400000000000000000e+05
1.600000147701746006e-02 9.128776508242643084e-01 1.600000000000000000e+05
1.800000008485969777e-02 9.174839896642497106e-01 1.800000000000000000e+05
2.000000098620731068e-02 9.161678928528252941e-01 2.000000000000000000e+05
2.200000074080223425e-02 9.197871590842424672e-01 2.200000000000000000e+05
2.400000164214984716e-02 9.086003361871348716e-01 2.400000000000000000e+05
2.600000024999208487e-02 9.089293603899909479e-01 2.600000000000000000e+05
2.800000115133969777e-02 9.174839896642497106e-01 2.800000000000000000e+05
3.000000090593461441e-02 9.053100941585738859e-01 3.000000000000000000e+05
3.200000180728223426e-02 9.076132635785665315e-01 3.200000000000000000e+05
3.400000385538252956e-02 9.058036304628579449e-01 3.400000000000000000e+05
3.600000016971940248e-02 9.020198521300127892e-01 3.600000000000000000e+05
3.800000107106701192e-02 9.168259412585375578e-01 3.800000000000000000e+05
4.000000197241462135e-02 9.097519208971313054e-01 4.000000000000000000e+05
4.200000172700954493e-02 9.036649731442932820e-01 4.200000000000000000e+05
4.400000033485178957e-02 9.038294852457213757e-01 4.400000000000000000e+05
4.600000352970476380e-02 8.914910776386174573e-01 4.600000000000000000e+05
4.800000328429969432e-02 8.965909527828870296e-01 4.800000000000000000e+05
4.999999959863656029e-02 8.990586343043078799e-01 5.000000000000000000e+05
5.199999935323148387e-02 8.987296101014516925e-01 5.200000000000000000e+05
5.400000025457909331e-02 9.069552151728543787e-01 5.400000000000000000e+05
5.600000230267939555e-02 8.908330292329051936e-01 5.600000000000000000e+05
5.800000091052162632e-02 9.044875336514335284e-01 5.800000000000000000e+05
6.000000181186924270e-02 8.933007107543260439e-01 6.000000000000000000e+05
6.200000271321685213e-02 8.901749808271930409e-01 6.200000000000000000e+05
