# gamma	percentage	time
6.400000361456445463e-02 8.868847387986319442e-01 6.400000000000000000e+05
6.600000451591207795e-02 8.860621782914916977e-01 6.600000000000000000e+05
6.800000541725968739e-02 8.928071744500418738e-01 6.800000000000000000e+05
6.999999943809118164e-02 8.860621782914916977e-01 7.000000000000000000e+05
7.200000033943880495e-02 8.860621782914916977e-01 7.200000000000000000e+05
7.400000124078641439e-02 8.877072993057721906e-01 7.400000000000000000e+05
7.600000214213402383e-02 8.786591337272292579e-01 7.600000000000000000e+05
7.800000189672894046e-02 8.895169324214807771e-01 7.800000000000000000e+05
8.000000394482924271e-02 8.798107184372256917e-01 8.000000000000000000e+05
8.200000369942415934e-02 8.775075490172329351e-01 8.200000000000000000e+05
8.400000345401908985e-02 8.678013350329778497e-01 8.400000000000000000e+05
8.600000435536669929e-02 8.776720611186610288e-01 8.600000000000000000e+05
8.799999952295088634e-02 8.742173069886718384e-01 8.800000000000000000e+05
9.000000157105117471e-02 8.663207261201253395e-01 9.000000000000000000e+05
9.200000591265684868e-02 8.552984153244459486e-01 9.200000000000000000e+05
9.400000108024102186e-02 8.557919516287301187e-01 9.400000000000000000e+05
9.600000771535206756e-02 8.607273146715715972e-01 9.600000000000000000e+05
9.800000288293624073e-02 8.658271898158411695e-01 9.800000000000000000e+05
9.999999805052044166e-02 8.686238955401180961e-01 1.000000000000000000e+06
1.020000046856314735e-01 8.594112178601471808e-01 1.020000000000000000e+06
1.039999987064629677e-01 8.510211006873165118e-01 1.040000000000000000e+06
1.060000053415740134e-01 8.464147618473309986e-01 1.060000000000000000e+06
1.080000005091581866e-01 8.480598828616113805e-01 1.080000000000000000e+06
1.100000071442692323e-01 8.399987898916370099e-01 1.100000000000000000e+06
1.120000023118534194e-01 8.419729351087735791e-01 1.120000000000000000e+06
1.140000078002117584e-01 8.365440357616477085e-01 1.140000000000000000e+06
1.160000029677959593e-01 8.413148867030613154e-01 1.160000000000000000e+06
1.179999981353801325e-01 8.325957453273745701e-01 1.180000000000000000e+06
1.200000047704911782e-01 8.288119669945293033e-01 1.200000000000000000e+06
1.219999987913226586e-01 8.245346523573999775e-01 1.220000000000000000e+06
1.240000054264337181e-01 8.321022090230904000e-01 1.240000000000000000e+06
1.260000017407706119e-01 8.335828179359429102e-01 1.260000000000000000e+06
1.280000060823762165e-01 8.330892816316587401e-01 1.280000000000000000e+06
1.300000012499604174e-01 8.182831925031339715e-01 1.300000000000000000e+06
1.320000078850714631e-01 8.233830676474036547e-01 1.320000000000000000e+06
1.340000030526556363e-01 8.171316077931376487e-01 1.340000000000000000e+06
1.360000085410139892e-01 8.095640511274472262e-01 1.360000000000000000e+06
1.380000037085981901e-01 8.263442854731085641e-01 1.380000000000000000e+06
1.399999988761823633e-01 8.223959950388353146e-01 1.400000000000000000e+06
1.420000055112934090e-01 8.245346523573999775e-01 1.420000000000000000e+06
1.440000006788775821e-01 8.256862370673963003e-01 1.440000000000000000e+06
1.460000061672359628e-01 8.220669708359792383e-01 1.460000000000000000e+06
1.480000024815728288e-01 8.192702651117023116e-01 1.480000000000000000e+06
1.500000079699311539e-01 8.258507491688243940e-01 1.500000000000000000e+06
1.520000031375153271e-01 8.245346523573999775e-01 1.520000000000000000e+06
1.540000086258737078e-01 8.202573377202705407e-01 1.540000000000000000e+06
1.560000037934578809e-01 8.375311083702160486e-01 1.560000000000000000e+06
1.579999989610420541e-01 8.383536688773564061e-01 1.580000000000000000e+06
1.600000055961530998e-01 8.322667211245183827e-01 1.600000000000000000e+06
1.620000007637372730e-01 8.322667211245183827e-01 1.620000000000000000e+06
1.640000062520956536e-01 8.358859873559355558e-01 1.640000000000000000e+06
1.660000014196798268e-01 8.312796485159500426e-01 1.660000000000000000e+06
1.680000080547908725e-01 8.411503746016333327e-01 1.680000000000000000e+06
1.700000032223750457e-01 8.337473300373710039e-01 1.700000000000000000e+06
1.720000087107333708e-01 8.345698905445111393e-01 1.720000000000000000e+06
1.740000038783175995e-01 8.307861122116658725e-01 1.740000000000000000e+06
1.759999990459017727e-01 8.347344026459393440e-01 1.760000000000000000e+06
1.780000056810127906e-01 8.360504994573635384e-01 1.780000000000000000e+06
1.800000008485969916e-01 8.427954956159137145e-01 1.800000000000000000e+06
1.820000063369553445e-01 8.329247695302306465e-01 1.820000000000000000e+06
1.840000129720663902e-01 8.250281886616841476e-01 1.840000000000000000e+06
1.859999966721237186e-01 8.255217249659682066e-01 1.860000000000000000e+06
1.880000033072347365e-01 8.375311083702160486e-01 1.880000000000000000e+06
1.900000087955931172e-01 8.284829427916733380e-01 1.900000000000000000e+06
1.920000154307041351e-01 8.297990396030976434e-01 1.920000000000000000e+06
1.940000002775141563e-01 8.301280638059537198e-01 1.940000000000000000e+06
1.960000057658724815e-01 8.299635517045258482e-01 1.960000000000000000e+06
