# gamma d2min std
4.000000000000004420e-03 6.725820517301924761e-01 5.327170251837370918e-01
6.000000000000007064e-03 6.815702026021936977e-01 5.500347379722569929e-01
8.000000000000008840e-03 6.802873207662564203e-01 5.299476942048194639e-01
1.000000000000001062e-02 6.842390083550347057e-01 5.349840082730532576e-01
1.200000000000001413e-02 6.861403046815813811e-01 5.531014725303563528e-01
1.400000000000001590e-02 6.909108994988952812e-01 5.476857663644397745e-01
1.600000000000001768e-02 6.923991409702493494e-01 5.509019398568065773e-01
1.800000000000001946e-02 7.013592473741319111e-01 5.409162422950286597e-01
2.000000000000002123e-02 6.969471720999055320e-01 5.508068875662764929e-01
2.200000000000002648e-02 7.056214530460858114e-01 5.837726987409647128e-01
2.400000000000002826e-02 7.159268861071654833e-01 6.030826034497082100e-01
2.600000000000003003e-02 7.189083946180554463e-01 6.138905373850116476e-01
2.800000000000003181e-02 7.203819270379576700e-01 6.294341042794593388e-01
3.000000000000003358e-02 7.385862791725852361e-01 6.689484140577524052e-01
3.200000000000003536e-02 7.499600379517834536e-01 6.868312051032282595e-01
3.400000000000004408e-02 7.383489035925663302e-01 6.785083752866046813e-01
3.600000000000003891e-02 7.569946801747948761e-01 7.320904134961876419e-01
3.800000000000004069e-02 7.752849411024305137e-01 7.561228680936367130e-01
4.000000000000004247e-02 7.794684391137941537e-01 7.852963954355333120e-01
4.200000000000005118e-02 7.836690035550821776e-01 7.930046458994349790e-01
4.400000000000005296e-02 7.978731784682764339e-01 8.039653705748700530e-01
4.600000000000005473e-02 8.066438646878947294e-01 8.596701300964294523e-01
4.800000000000005651e-02 8.218949910057606889e-01 9.275461512454488133e-01
5.000000000000005829e-02 8.415282205314866815e-01 9.571545631090233597e-01
5.200000000000006006e-02 8.516133882891414597e-01 9.748240657603999271e-01
5.400000000000006184e-02 8.741316003136837542e-01 1.025941371258895840e+00
5.600000000000006362e-02 8.914741180022884848e-01 1.070400225303111963e+00
5.800000000000007927e-02 9.096859791923136429e-01 1.112373557156937753e+00
6.000000000000006717e-02 9.373102946811867620e-01 1.147341685049940718e+00
6.200000000000006894e-02 9.545739498776830700e-01 1.155334054222412865e+00
6.400000000000007072e-02 9.752193986841066753e-01 1.169811246930775761e+00
6.600000000000007250e-02 9.791819791824493135e-01 1.156443009981441339e+00
6.800000000000008815e-02 1.006449513052398936e+00 1.224446133782396195e+00
7.000000000000007605e-02 1.037813770097459010e+00 1.304364857527063659e+00
7.200000000000007783e-02 1.063836276676925596e+00 1.363174187620336042e+00
7.400000000000007960e-02 1.093077593736189845e+00 1.414795724982285563e+00
7.599999999999992872e-02 1.129452154069996883e+00 1.506926921920510809e+00
7.799999999999993050e-02 1.182113598167218838e+00 1.653811427313746085e+00
7.999999999999993228e-02 1.222251836351798904e+00 1.709355265968799831e+00
8.199999999999992017e-02 1.238679779553345961e+00 1.744082107307970420e+00
8.399999999999993583e-02 1.264788514806266084e+00 1.780089162683836879e+00
8.599999999999993761e-02 1.302399874346985342e+00 1.856713401055478885e+00
8.799999999999993938e-02 1.374516555723248157e+00 1.931523525241646277e+00
8.999999999999994116e-02 1.415013245040245948e+00 2.060188091274707478e+00
9.199999999999994293e-02 1.498846377116871853e+00 2.247134189923003955e+00
9.399999999999994471e-02 1.584031802034012060e+00 2.390267769949255161e+00
9.599999999999994649e-02 1.608883892726088893e+00 2.412617133666498326e+00
9.799999999999994826e-02 1.660977981228298317e+00 2.488135414692145719e+00
9.999999999999995004e-02 1.728862136612216105e+00 2.647164252878551949e+00
1.019999999999999518e-01 1.834199259317787156e+00 2.802323118006063929e+00
1.039999999999999536e-01 1.887125104111426754e+00 2.909525247650008861e+00
1.059999999999999554e-01 1.998359630101799178e+00 3.108980856571281315e+00
1.079999999999999571e-01 2.134413441856060523e+00 3.411854874358884349e+00
1.099999999999999589e-01 2.221408468809185521e+00 3.569407158061212559e+00
1.119999999999999607e-01 2.293553847780539279e+00 3.675699243404771721e+00
1.139999999999999625e-01 2.419533268388967429e+00 3.915865728779700738e+00
1.159999999999999643e-01 2.588916007846038703e+00 4.225697709875054997e+00
1.179999999999999660e-01 2.747685711754261462e+00 4.491222548257924885e+00
1.199999999999999678e-01 2.973653076108743853e+00 5.024525274325951862e+00
1.219999999999999696e-01 3.217452105885021840e+00 5.590787061651677270e+00
1.239999999999999852e-01 3.353646592702414608e+00 5.940248790530596956e+00
1.259999999999999731e-01 3.616669658167613211e+00 6.401310586489166177e+00
1.280000000000000027e-01 3.864958186190024403e+00 6.858689847679500851e+00
1.299999999999999767e-01 4.269075618663194405e+00 7.695190295447861928e+00
1.319999999999999785e-01 4.565341806646544320e+00 8.188619892324448202e+00
1.339999999999999802e-01 4.780746083581912664e+00 8.600088074215598510e+00
1.359999999999999820e-01 5.031056970008680018e+00 9.168518746387064766e+00
1.379999999999999838e-01 5.283990378073705863e+00 9.685617207085437386e+00
1.399999999999999856e-01 5.460745884862293842e+00 1.009958231797967443e+01
1.419999999999999873e-01 5.729791481814237031e+00 1.062231039323262038e+01
1.439999999999999891e-01 5.980684768343591529e+00 1.115141836502398931e+01
