# gamma	percentage	time
0.000000000000000000e+00 9.329328541172221545e-01 0.000000000000000000e+00
2.000000282066463110e-03 9.332617569390508905e-01 2.000000000000000000e+04
4.000000564132925353e-03 9.339195625827083624e-01 4.000000000000000000e+04
5.999999699587751228e-03 9.390175563210537701e-01 6.000000000000000000e+04
7.999999981654213471e-03 9.316172428299070996e-01 8.000000000000000000e+04
1.000000141033231468e-02 9.307949857753352596e-01 1.000000000000000000e+05
1.199999939917550246e-02 9.322750484735646825e-01 1.200000000000000000e+05
1.400000082785360367e-02 9.360574309245951463e-01 1.400000000000000000e+05
1.599999996330842694e-02 9.278348603788766358e-01 1.600000000000000000e+05
1.800000024537488919e-02 9.368796879791669863e-01 1.800000000000000000e+05
2.000000052744135143e-02 9.390175563210537701e-01 2.000000000000000000e+05
2.200000080950781714e-02 9.393464591428825061e-01 2.200000000000000000e+05
2.399999994496264041e-02 9.326039512953934185e-01 2.400000000000000000e+05
2.600000022702910613e-02 9.230657694623598530e-01 2.600000000000000000e+05
2.800000165570720734e-02 9.275059575570478998e-01 2.800000000000000000e+05
3.000000193777366958e-02 9.209279011204730692e-01 3.000000000000000000e+05
3.199999992661685388e-02 9.252036378042467479e-01 3.200000000000000000e+05
3.400000020868331613e-02 9.232302208732742210e-01 3.400000000000000000e+05
3.600000049074977837e-02 9.059628227272653600e-01 3.600000000000000000e+05
3.800000191942787264e-02 9.212568039423018051e-01 3.800000000000000000e+05
3.999999990827106389e-02 9.255325406260754839e-01 4.000000000000000000e+05
4.200000019033753307e-02 9.122119763420114547e-01 4.200000000000000000e+05
4.400000047240399531e-02 9.171455186694426054e-01 4.400000000000000000e+05
4.599999846124717962e-02 9.256969920369898519e-01 4.600000000000000000e+05
4.799999988992528083e-02 9.034960515635498401e-01 4.800000000000000000e+05
5.000000017199174307e-02 9.256969920369898519e-01 5.000000000000000000e+05
5.200000045405821225e-02 9.209279011204730692e-01 5.200000000000000000e+05
5.400000188273631346e-02 9.196122898331581252e-01 5.400000000000000000e+05
5.600000331141441468e-02 9.067850797818372000e-01 5.600000000000000000e+05
5.800000244686923795e-02 9.031671487417211042e-01 5.800000000000000000e+05
6.000000387554733222e-02 9.201056440659012292e-01 6.000000000000000000e+05
6.199999842455561350e-02 9.025093430980636322e-01 6.200000000000000000e+05
6.399999985323370777e-02 9.046472114399504161e-01 6.400000000000000000e+05
6.600000013530017695e-02 9.128697819856689266e-01 6.600000000000000000e+05
6.800000041736663225e-02 8.980691550033755854e-01 6.800000000000000000e+05
7.000000069943310144e-02 9.000425719343481124e-01 7.000000000000000000e+05
7.200000212811120959e-02 8.992203148797762724e-01 7.200000000000000000e+05
7.400000241017765101e-02 8.967535437160606415e-01 7.400000000000000000e+05
7.600000383885575916e-02 8.905043901013145469e-01 7.600000000000000000e+05
7.800000412092222835e-02 8.965890923051462735e-01 7.800000000000000000e+05
7.999999981654212777e-02 8.995492177016050084e-01 8.000000000000000000e+05
8.200000009860859695e-02 8.882020703485133950e-01 8.200000000000000000e+05
8.400000038067506614e-02 8.974113493597181135e-01 8.400000000000000000e+05
