# gamma d2min std
4.000000000000074676e-03 6.198634589350536794e-01 3.953014046850433227e-01
5.999999999999948083e-03 6.263397990411930794e-01 4.075897858733151247e-01
7.999999999999986289e-03 6.256785109986585658e-01 4.248405980950702987e-01
1.000000000000002276e-02 6.299529623027146918e-01 4.279604501657475191e-01
1.200000000000005923e-02 6.344069923038984093e-01 4.322980741739011479e-01
1.399999999999993437e-02 6.325380359670927932e-01 4.379011555866789140e-01
1.599999999999997258e-02 6.363678161596433291e-01 4.379156705770851921e-01
1.800000000000000905e-02 6.408575809343435292e-01 4.526764611442098962e-01
2.000000000000004552e-02 6.323217860183869554e-01 4.261796812892631459e-01
2.199999999999992240e-02 6.394814395024462916e-01 4.530398762377230160e-01
2.399999999999995540e-02 6.381560427734374041e-01 4.476800127638214666e-01
2.599999999999999534e-02 6.484328369850852480e-01 4.671034685905442463e-01
2.800000000000003181e-02 6.470190047664140520e-01 4.665667338312429746e-01
3.000000000000006828e-02 6.586020805733112660e-01 4.794885699094896814e-01
3.199999999999994515e-02 6.629180609927399770e-01 4.877601875102122175e-01
3.399999999999998163e-02 6.596826226010101824e-01 4.845964822553859297e-01
3.600000000000001810e-02 6.705576791370738698e-01 5.164689879360092606e-01
3.800000000000005457e-02 6.767942702316130932e-01 5.280190853734630929e-01
3.999999999999993144e-02 6.767691157690184367e-01 5.385195071313069182e-01
4.199999999999996791e-02 6.826344539259785460e-01 5.231651786637765422e-01
4.400000000000000439e-02 6.924204493489584111e-01 5.409357296881597277e-01
4.600000000000004086e-02 7.025489720584753295e-01 5.775467624153040047e-01
4.800000000000007733e-02 7.174280200185448875e-01 5.979746084623042135e-01
4.999999999999995420e-02 7.160643035294349534e-01 5.960565504417515426e-01
5.199999999999999067e-02 7.270628200205175862e-01 6.172415589155056947e-01
5.400000000000002714e-02 7.300589542495264928e-01 6.138131554247935329e-01
5.600000000000006362e-02 7.471410037977429530e-01 6.946933242399427888e-01
5.799999999999994743e-02 7.576493151830808737e-01 7.014224607990695581e-01
5.999999999999996309e-02 7.651601189295297312e-01 6.897965250348077060e-01
6.200000000000001343e-02 7.746422946318655134e-01 7.065996979945226020e-01
6.400000000000004297e-02 7.934141628353851283e-01 7.747656751903231331e-01
6.600000000000008638e-02 8.071593082859848112e-01 7.871567561648444844e-01
6.799999999999996325e-02 8.285465527541036046e-01 8.368044590968629626e-01
6.999999999999999278e-02 8.285063159998422577e-01 8.270558597948977075e-01
7.200000000000003619e-02 8.492719051235004812e-01 8.315525085670738559e-01
7.400000000000006573e-02 8.711007335720485356e-01 8.895652453139476501e-01
7.599999999999994260e-02 8.912842488478535108e-01 9.630129669545736126e-01
7.799999999999998601e-02 9.104499650568183000e-01 1.028992338919949567e+00
8.000000000000001554e-02 9.448844497652304497e-01 1.117303668523999871e+00
8.200000000000005895e-02 9.610746698666351451e-01 1.150909820069157652e+00
8.399999999999993583e-02 9.793219101542771643e-01 1.166590080354739767e+00
8.599999999999996536e-02 1.012431739251894003e+00 1.246903686359843721e+00
8.800000000000000877e-02 1.045805237983349123e+00 1.342430087879609379e+00
