# gamma d2min std
4.000000000000069472e-03 6.578089332149620327e-01 4.925929852708426648e-01
6.000000000000021809e-03 6.494066756766887494e-01 4.605064058156561058e-01
7.999999999999975880e-03 6.506630918836806554e-01 4.601760986663824826e-01
9.999999999999929085e-03 6.501727283045296568e-01 4.777807770251179531e-01
1.200000000000004362e-02 6.544333279869001263e-01 4.703057954898434145e-01
1.399999999999999682e-02 6.572142267834596430e-01 4.863700115547596181e-01
1.599999999999995176e-02 6.588859496626420231e-01 4.897953489978155162e-01
1.800000000000006803e-02 6.608442151199496184e-01 4.778771318271471946e-01
2.000000000000002123e-02 6.616400153053976219e-01 4.970579546403767757e-01
2.199999999999997097e-02 6.700117371784248821e-01 4.941673165079432661e-01
2.399999999999992417e-02 6.730204645063920799e-01 5.571606488100572241e-01
2.600000000000004044e-02 6.690508838837593286e-01 5.163472028612972053e-01
2.799999999999999364e-02 6.812301563585070330e-01 5.451664487512024593e-01
2.999999999999994338e-02 6.863790336174242501e-01 5.697839809761298113e-01
3.200000000000006312e-02 6.854290183968592132e-01 5.352004539361731039e-01
3.400000000000001632e-02 6.939241828795770228e-01 5.723600493152506408e-01
3.599999999999996952e-02 7.019124729423136255e-01 5.820884439025790780e-01
3.799999999999992273e-02 7.162231635909879213e-01 6.022094188156560390e-01
4.000000000000004247e-02 7.217587613103693123e-01 6.218283263703026087e-01
4.199999999999998873e-02 7.351811440774936868e-01 6.582461992150486774e-01
4.399999999999994194e-02 7.395294226858428743e-01 6.838651521689940171e-01
4.600000000000006167e-02 7.301239800820706893e-01 6.288482188881108215e-01
4.800000000000001488e-02 7.636160431798453274e-01 6.918038359597791231e-01
4.999999999999996808e-02 7.669144423315182868e-01 7.195071523718705730e-01
5.199999999999992129e-02 7.774844239839804327e-01 7.397378763571158533e-01
5.400000000000003408e-02 7.960343269432605950e-01 8.038472484865096801e-01
5.599999999999998729e-02 8.123998774266097955e-01 8.192398755415495337e-01
5.799999999999995437e-02 8.261410717862217590e-01 8.801084407538796173e-01
6.000000000000006023e-02 8.339091875118374020e-01 8.880126100630634234e-01
6.200000000000001343e-02 8.676270141098485489e-01 9.728630817938213049e-01
6.399999999999995970e-02 8.730930162425032393e-01 9.619964876149157407e-01
6.600000000000008638e-02 8.968337977667297789e-01 1.007913228263557448e+00
