# gamma	percentage
0.000000000000000000e+00 1.047559208357213167e+00
2.000000577986649469e-03 1.039592360427754381e+00
4.000000013707193450e-03 1.038129061828465982e+00
6.000000591693842485e-03 1.044795199891890736e+00
8.000000027414386899e-03 1.045770732291416261e+00
1.000000060540103507e-02 1.058615242218503116e+00
1.200000004112157861e-02 1.055038290086909303e+00
1.400000061910822852e-02 1.044470022425382227e+00
1.600000005482877380e-02 1.046746264690942008e+00
1.800000063281542023e-02 1.041543425226805430e+00
2.000000006853596551e-02 1.048209563290230184e+00
2.200000178878872004e-02 1.042844135092839686e+00
2.400000008224315723e-02 1.044957788625145101e+00
2.600000066022980366e-02 1.037803884361957474e+00
2.800000009595034894e-02 1.037803884361957474e+00
3.000000067393700232e-02 1.040567892827279906e+00
3.200000010965754760e-02 1.047071442157450516e+00
3.400000068764420097e-02 1.050323216822535599e+00
3.600000012336473931e-02 1.044144844958873719e+00
3.800000070135138575e-02 1.039754949161008746e+00
4.000000127933803218e-02 1.037316118162194600e+00
4.200000071505857746e-02 1.030487391365515704e+00
4.400000129304523083e-02 1.037478706895448965e+00
4.599999730196745878e-02 1.040080126627517254e+00
4.800000016448631446e-02 1.035365053363143550e+00
4.999999845794075165e-02 1.028373737833210289e+00
5.200000132045960732e-02 1.037803884361957474e+00
5.399999847164795030e-02 1.034552109696872169e+00
5.600000019190069789e-02 1.033251399830838135e+00
5.799999848535514896e-02 1.026747850500667747e+00
6.000000134787400463e-02 1.030975157565278355e+00
6.199999849906234761e-02 1.013578163107072383e+00
6.400000136158119635e-02 1.023008309635819568e+00
6.599999851276952545e-02 1.023170898369073933e+00
6.800000137528838806e-02 1.018455825104700230e+00
6.999999852647671716e-02 1.018293236371446087e+00
7.200000138899557978e-02 1.025447140634633492e+00
7.399999854018390888e-02 1.020569478637005645e+00
7.600000140270277149e-02 1.022195365969548186e+00
7.799999855389110059e-02 1.011789687041275476e+00
8.000000141640996321e-02 1.012927808174055366e+00
8.199999856759829231e-02 1.009025678575953044e+00
8.400000143011714104e-02 9.994329433139514940e-01
8.599999858130548402e-02 9.974818785149004441e-01
8.800000144382434664e-02 9.950430475160864097e-01
8.999999859501268962e-02 1.002359540512528291e+00
9.199999574620101872e-02 1.000896241913239892e+00
9.399999860871986745e-02 9.875639657863903853e-01
9.600000147123874394e-02 9.859380784538477327e-01
9.800000433375760656e-02 9.919538615842554696e-01
9.999999577361540215e-02 9.887020869191701644e-01
1.019999997784003659e-01 9.830114812552710468e-01
1.040000014986531135e-01 9.807352389897113776e-01
1.060000043611719761e-01 9.799222953234399958e-01
1.079999958010297856e-01 9.672403741296076163e-01
1.099999986635486343e-01 9.721180361272354631e-01
1.120000015260675108e-01 9.791093516571687250e-01
1.140000055308524607e-01 9.745568671260493865e-01
1.159999958284441829e-01 9.864258446536104952e-01
1.179999986909630316e-01 9.737439234597781157e-01
1.200000015534818804e-01 9.748820445925578948e-01
1.220000044160007568e-01 9.865884333868647493e-01
1.239999969981246675e-01 9.789467629239144708e-01
1.259999987183774151e-01 9.730935685267609880e-01
1.280000015808962777e-01 9.739065121930323699e-01
1.300000044434151125e-01 9.758575769920835308e-01
1.319999958832729359e-01 9.721180361272354631e-01
1.339999987457917985e-01 9.665900191965904886e-01
1.360000027505767761e-01 9.828488925220167927e-01
1.380000044708295237e-01 9.633382445315052944e-01
1.399999959106873471e-01 9.582979938006230824e-01
1.419999987732061819e-01 9.659396642635734720e-01
1.440000016357250723e-01 9.608994135326913710e-01
1.460000044982439071e-01 9.568346952013347950e-01
1.479999970803678178e-01 9.649641318640478360e-01
1.499999988006205653e-01 9.682159065291331412e-01
1.520000016631394557e-01 9.693540276619130314e-01
1.540000045256582906e-01 9.636634219980138027e-01
1.559999971077822012e-01 9.513066782706898206e-01
1.579999988280349488e-01 9.582979938006230824e-01
1.600000016905537836e-01 9.517944444704525830e-01
1.620000045530727018e-01 9.571598726678433033e-01
1.639999959929304696e-01 9.498433796714015331e-01
1.659999999977154472e-01 9.571598726678433033e-01
1.680000017179682226e-01 9.496807909381471680e-01
1.700000057227531725e-01 9.558591628018091590e-01
1.719999960203448808e-01 9.449657176737735753e-01
1.739999988828637156e-01 9.574850501343518117e-01
1.760000017453826060e-01 9.610620022659456252e-01
1.780000046079014686e-01 9.565095177348262867e-01
1.799999971900253792e-01 9.600864698664199892e-01
1.820000000525442141e-01 9.644763656642850735e-01
1.839999914924020374e-01 9.547210416690293799e-01
1.859999943549208723e-01 9.566721064680805409e-01
1.879999972174397349e-01 9.501685571379100415e-01
1.900000000799585975e-01 9.527699768699782190e-01
1.920000029424774879e-01 9.552088078687921424e-01
1.940000058049963505e-01 9.698417938616757938e-01
1.960000075252490703e-01 9.526073881367239649e-01
1.980000103877679329e-01 9.495182022048929138e-01
1.999999915472308043e-01 9.602490585996742434e-01
