# gamma	percentage	time
0.000000000000000000e+00 8.977623615278830238e-01 0.000000000000000000e+00
1.999999516184994188e-03 8.938168759617469705e-01 2.000000000000000000e+04
4.000000178851045168e-03 8.883918333083098418e-01 4.000000000000000000e+04
5.999999695036038923e-03 8.875698571486981825e-01 6.000000000000000000e+04
8.000000357702090337e-03 8.982555472236500860e-01 8.000000000000000000e+04
9.999999873887083224e-03 8.902001808594555143e-01 1.000000000000000000e+05
1.199999939007207785e-02 8.829667906548727130e-01 1.200000000000000000e+05
1.400000005273812839e-02 8.824736049591057618e-01 1.400000000000000000e+05
1.599999956892312475e-02 8.961184092086597053e-01 1.600000000000000000e+05
1.800000137807023295e-02 8.941456664255916786e-01 1.800000000000000000e+05
2.000000089425522584e-02 9.025298232536308474e-01 2.000000000000000000e+05
2.200000155692127465e-02 8.828023954229503589e-01 2.200000000000000000e+05
2.399999992662521162e-02 8.920085284106012979e-01 2.400000000000000000e+05
2.599999944281020797e-02 8.906933665552225765e-01 2.600000000000000000e+05
2.800000010547625678e-02 8.872410666848534744e-01 2.800000000000000000e+05
2.999999962166125314e-02 8.813228383356493945e-01 3.000000000000000000e+05
3.199999913784624950e-02 8.837887668144843722e-01 3.200000000000000000e+05
3.400000094699335423e-02 8.767197718418239250e-01 3.400000000000000000e+05
3.600000160965940305e-02 8.855971143656301559e-01 3.600000000000000000e+05
3.800000112584439593e-02 8.785281193929695975e-01 3.800000000000000000e+05
4.000000064202938882e-02 8.854327191337078018e-01 4.000000000000000000e+05
4.200000015821438865e-02 8.709659387245420881e-01 4.200000000000000000e+05
4.400000082088044440e-02 8.821448144952610537e-01 4.400000000000000000e+05
4.600000263002754913e-02 8.668560579264836807e-01 4.600000000000000000e+05
4.799999985325042323e-02 8.824736049591057618e-01 4.800000000000000000e+05
5.000000280887858389e-02 8.874054619167758284e-01 5.000000000000000000e+05
5.200000003210147187e-02 8.821448144952610537e-01 5.200000000000000000e+05
5.400000184124857661e-02 8.714591244203091502e-01 5.400000000000000000e+05
5.600000021095251357e-02 8.693219864053187695e-01 5.600000000000000000e+05
5.800000087361856238e-02 8.694863816372411236e-01 5.800000000000000000e+05
5.999999809684144342e-02 8.691575911733964155e-01 6.000000000000000000e+05
6.200000105246961102e-02 8.678424293180176941e-01 6.200000000000000000e+05
6.399999827569251287e-02 8.671848483903283888e-01 6.400000000000000000e+05
6.600000008483959679e-02 8.615954105049689060e-01 6.600000000000000000e+05
6.800000418694882032e-02 8.627461771284252734e-01 6.800000000000000000e+05
7.000000026369064543e-02 8.676780340860953400e-01 7.000000000000000000e+05
7.200000207283775711e-02 8.635681532880369327e-01 7.200000000000000000e+05
7.399999929606063120e-02 8.495945585746382811e-01 7.400000000000000000e+05
7.600000225168880574e-02 8.492657681107935730e-01 7.600000000000000000e+05
7.799999947491167984e-02 8.568279487792210825e-01 7.800000000000000000e+05
8.000000128405879152e-02 8.463066539361915330e-01 8.000000000000000000e+05
8.199999850728166562e-02 8.407172160508320502e-01 8.200000000000000000e+05
8.400000146290982628e-02 8.366073352527736429e-01 8.400000000000000000e+05
8.599999868613271425e-02 8.347989877016279703e-01 8.600000000000000000e+05
8.800000049527982593e-02 8.369361257166182400e-01 8.800000000000000000e+05
9.000000345090798659e-02 8.323330592227928815e-01 9.000000000000000000e+05
9.200000526005509827e-02 8.467998396319585952e-01 9.200000000000000000e+05
9.399999675087269968e-02 8.377581018762300102e-01 9.400000000000000000e+05
9.599999970650084646e-02 8.354565686293171645e-01 9.600000000000000000e+05
9.800000266212900712e-02 8.395664494273756828e-01 9.800000000000000000e+05
1.000000044712761188e-01 8.277299927289674120e-01 1.000000000000000000e+06
1.019999959620937341e-01 8.293739450481909525e-01 1.020000000000000000e+06
1.039999989177218948e-01 8.259216451778216284e-01 1.040000000000000000e+06
1.060000007268689926e-01 8.218117643797633320e-01 1.060000000000000000e+06
1.080000036824971532e-01 8.218117643797633320e-01 1.080000000000000000e+06
1.100000066381253278e-01 8.218117643797633320e-01 1.100000000000000000e+06
1.119999981289429292e-01 8.234557166989866506e-01 1.120000000000000000e+06
1.139999999380900270e-01 8.232913214670642965e-01 1.140000000000000000e+06
1.160000028937181876e-01 8.185238597413165840e-01 1.160000000000000000e+06
1.180000047028652993e-01 8.173730931178603276e-01 1.180000000000000000e+06
1.199999973401639636e-01 8.162223264944038492e-01 1.200000000000000000e+06
1.219999991493110614e-01 8.112904695367337826e-01 1.220000000000000000e+06
1.240000021049392220e-01 7.948509463445001533e-01 1.240000000000000000e+06
1.260000039140863337e-01 7.966592938956457148e-01 1.260000000000000000e+06
1.279999954049039212e-01 7.963305034318011177e-01 1.280000000000000000e+06
1.299999983605320542e-01 7.844940467333927359e-01 1.300000000000000000e+06
1.320000013161602426e-01 7.961661081998787637e-01 1.320000000000000000e+06
1.340000031253073820e-01 7.802197707034119745e-01 1.340000000000000000e+06
1.360000060809355427e-01 7.897546941549076216e-01 1.360000000000000000e+06
1.379999975717531302e-01 8.019199413171604895e-01 1.380000000000000000e+06
1.399999993809002419e-01 7.881107418356840810e-01 1.400000000000000000e+06
1.420000023365284025e-01 7.864667895164608735e-01 1.420000000000000000e+06
1.440000052921565632e-01 7.815349325587906959e-01 1.440000000000000000e+06
1.459999967829741507e-01 7.843296515014704928e-01 1.460000000000000000e+06
1.479999985921212624e-01 7.787402136161110100e-01 1.480000000000000000e+06
1.500000015477494508e-01 7.871243704441500677e-01 1.500000000000000000e+06
1.520000033568965347e-01 7.871243704441500677e-01 1.520000000000000000e+06
1.540000063125247232e-01 7.856448133568491032e-01 1.540000000000000000e+06
1.559999978033423107e-01 7.905766703145193919e-01 1.560000000000000000e+06
1.580000007589704714e-01 7.937001797210436749e-01 1.580000000000000000e+06
