# gamma	percentage	time
1.600000025681175830e-01 7.920562274018203563e-01 1.600000000000000000e+06
1.620000055237457437e-01 7.886039275314511432e-01 1.620000000000000000e+06
1.639999970145633035e-01 7.826856991822470633e-01 1.640000000000000000e+06
1.659999999701914919e-01 7.853160228930046172e-01 1.660000000000000000e+06
1.680000017793386313e-01 7.856448133568491032e-01 1.680000000000000000e+06
1.700000047349667642e-01 7.876175561399171299e-01 1.700000000000000000e+06
1.719999962257843518e-01 7.864667895164608735e-01 1.720000000000000000e+06
1.739999980349314912e-01 7.769318660649652264e-01 1.740000000000000000e+06
1.760000009905596519e-01 7.909054607783639890e-01 1.760000000000000000e+06
1.780000039461878125e-01 7.874531609079948868e-01 1.780000000000000000e+06
1.800000057553348964e-01 7.736439614265185893e-01 1.800000000000000000e+06
1.819999972461525117e-01 7.759454946734312131e-01 1.820000000000000000e+06
1.840000105201101965e-01 7.741371471222855405e-01 1.840000000000000000e+06
1.860000020109277841e-01 7.685477092369261687e-01 1.860000000000000000e+06
1.879999935017453994e-01 7.729863804988291731e-01 1.880000000000000000e+06
1.900000079221841331e-01 7.670681521496249822e-01 1.900000000000000000e+06
1.919999994130016929e-01 7.693696853965377169e-01 1.920000000000000000e+06
1.939999897573382592e-01 7.724931948030622220e-01 1.940000000000000000e+06
1.960000041777769930e-01 7.619718999600325615e-01 1.960000000000000000e+06
1.979999956685946083e-01 7.642734332069454073e-01 1.980000000000000000e+06
2.000000089425522376e-01 7.578620191619741542e-01 2.000000000000000000e+06
