# gamma	percentage	time
0.000000000000000000e+00 8.893598269974538617e-01 0.000000000000000000e+00
2.000000068792628320e-03 8.872223380436792262e-01 2.000000000000000000e+04
4.000000137585256639e-03 8.910040492695880943e-01 4.000000000000000000e+04
6.000000206377886260e-03 9.033357163105955046e-01 6.000000000000000000e+04
8.000000275170513278e-03 8.923194270872956135e-01 8.000000000000000000e+04
1.000000149050695591e-02 8.937992271322164894e-01 1.000000000000000000e+05
1.200000041275577252e-02 8.919905826328686782e-01 1.200000000000000000e+05
1.400000048154840041e-02 9.059664719460104321e-01 1.400000000000000000e+05
1.600000055034102656e-02 8.840983157266240067e-01 1.600000000000000000e+05
1.800000061913365965e-02 8.806454489551419629e-01 1.800000000000000000e+05
2.000000068792628580e-02 8.873867602708925828e-01 2.000000000000000000e+05
2.199999961017510414e-02 8.880444491797463424e-01 2.200000000000000000e+05
2.400000197205535632e-02 8.885377158613866344e-01 2.400000000000000000e+05
2.600000089430417119e-02 8.832762045905567794e-01 2.600000000000000000e+05
2.800000096309680081e-02 8.933059604505761975e-01 2.800000000000000000e+05
3.000000103188943043e-02 8.877156047253195181e-01 3.000000000000000000e+05
3.200000110068205311e-02 8.840983157266240067e-01 3.200000000000000000e+05
3.400000231601849748e-02 8.896886714518806860e-01 3.400000000000000000e+05
3.600000123826731929e-02 8.885377158613866344e-01 3.600000000000000000e+05
3.800000130705994544e-02 8.832762045905567794e-01 3.800000000000000000e+05
4.000000137585257159e-02 8.794944933646479113e-01 4.000000000000000000e+05
4.200000029810139340e-02 8.831117823633434227e-01 4.200000000000000000e+05
4.400000036689401955e-02 8.831117823633434227e-01 4.400000000000000000e+05
4.600000043568664571e-02 8.773570044108732757e-01 4.600000000000000000e+05
4.800000279756689442e-02 8.809742934095687872e-01 4.800000000000000000e+05
5.000000057327190495e-02 8.758772043659523998e-01 5.000000000000000000e+05
5.200000293515215366e-02 8.760416265931658675e-01 5.200000000000000000e+05
5.399999956431335291e-02 8.852492713171180583e-01 5.400000000000000000e+05
5.600000192619360162e-02 8.773570044108732757e-01 5.600000000000000000e+05
5.799999970189859827e-02 8.663407151875733847e-01 5.800000000000000000e+05
6.000000206377886086e-02 8.704512708679091881e-01 6.000000000000000000e+05
6.199999983948386445e-02 8.646964929154390411e-01 6.200000000000000000e+05
6.400000220136410622e-02 8.666695596420002090e-01 6.400000000000000000e+05
6.600000456324436882e-02 8.640388040065852815e-01 6.600000000000000000e+05
6.800000233894937240e-02 8.750550932298852835e-01 6.800000000000000000e+05
7.000000470082962112e-02 8.707801153223360124e-01 7.000000000000000000e+05
7.200000132999082036e-02 8.604215150078897700e-01 7.200000000000000000e+05
7.400000483841488730e-02 8.645320706882255735e-01 7.400000000000000000e+05
7.600000146757607267e-02 8.508850258295107549e-01 7.600000000000000000e+05
7.800000382945632138e-02 8.609147816895300620e-01 7.800000000000000000e+05
8.000000275170512931e-02 8.609147816895300620e-01 8.000000000000000000e+05
8.200000396704157368e-02 8.474321590580286001e-01 8.200000000000000000e+05
8.400000059620278681e-02 8.424994922416256804e-01 8.400000000000000000e+05
8.600000410462683986e-02 8.457879367858944786e-01 8.600000000000000000e+05
8.800000073378803911e-02 8.495696480118033467e-01 8.800000000000000000e+05
9.000000424221209216e-02 8.452946701042541866e-01 9.000000000000000000e+05
9.200000087137329141e-02 8.405264255150646235e-01 9.200000000000000000e+05
9.400000323325354012e-02 8.370735587435823577e-01 9.400000000000000000e+05
9.600000559513378884e-02 8.336206919721003139e-01 9.600000000000000000e+05
9.800000910355786965e-02 8.232620916576542935e-01 9.800000000000000000e+05
9.999999999999999167e-02 8.258928472930691100e-01 1.000000000000000000e+06
1.020000023618802404e-01 8.143832913881288160e-01 1.020000000000000000e+06
1.040000047237605030e-01 8.226044027488004229e-01 1.040000000000000000e+06
1.060000082321845699e-01 8.263861139747094020e-01 1.060000000000000000e+06
1.080000002751705102e-01 8.306610918822585621e-01 1.080000000000000000e+06
1.100000026370507589e-01 8.206313360222392550e-01 1.100000000000000000e+06
1.120000049989310076e-01 8.176717359323975032e-01 1.120000000000000000e+06
1.140000073608112563e-01 8.222755582943735986e-01 1.140000000000000000e+06
1.159999994037971965e-01 8.196448026589586711e-01 1.160000000000000000e+06
1.180000017656774730e-01 8.133967580248482321e-01 1.180000000000000000e+06
1.200000041275577217e-01 8.092862023445123176e-01 1.200000000000000000e+06
1.220000076359818025e-01 8.038602688464692170e-01 1.220000000000000000e+06
1.239999985324239246e-01 8.002429798477735945e-01 1.240000000000000000e+06
1.260000008943041594e-01 8.066554467090975011e-01 1.260000000000000000e+06
1.280000044027282124e-01 8.058333355730303849e-01 1.280000000000000000e+06
1.300000067646084612e-01 8.025448910287616977e-01 1.300000000000000000e+06
1.320000091264887376e-01 8.028737354831885220e-01 1.320000000000000000e+06
1.340000011694746918e-01 8.092862023445123176e-01 1.340000000000000000e+06
1.360000046778987448e-01 8.114236912982870642e-01 1.360000000000000000e+06
1.380000058932351892e-01 8.129034913432079401e-01 1.380000000000000000e+06
1.400000094016592422e-01 8.115881135255004208e-01 1.400000000000000000e+06
1.420000002981013920e-01 8.155342469786227566e-01 1.420000000000000000e+06
1.440000038065254451e-01 8.280303362468437456e-01 1.440000000000000000e+06
