# gamma	percentage	time
1.159999987801327986e-01 7.927359377937331919e-01 1.160000000000000000e+06
1.179999973951708081e-01 7.948731354692452067e-01 1.180000000000000000e+06
1.199999971567005524e-01 7.767891551379902948e-01 1.200000000000000000e+06
1.219999957717385758e-01 7.818855495949802448e-01 1.220000000000000000e+06
1.239999955332682646e-01 7.828719485221395935e-01 1.240000000000000000e+06
1.259999941483062880e-01 7.805703510254345945e-01 1.260000000000000000e+06
1.280000042282614381e-01 7.708707615750340914e-01 1.280000000000000000e+06
1.300000039897911408e-01 7.781043537075360561e-01 1.300000000000000000e+06
1.320000026048291919e-01 7.697199628266816473e-01 1.320000000000000000e+06
1.340000023663588946e-01 7.682403644359425687e-01 1.340000000000000000e+06
1.360000021278885973e-01 7.822143492373667684e-01 1.360000000000000000e+06
1.380000007429265929e-01 7.692267633631019175e-01 1.380000000000000000e+06
1.399999993579646163e-01 7.713639610386138212e-01 1.400000000000000000e+06
1.419999991194943467e-01 7.779399538863429608e-01 1.420000000000000000e+06
1.439999988810240772e-01 7.646235683696916974e-01 1.440000000000000000e+06
1.459999974960621005e-01 7.580475755219626688e-01 1.460000000000000000e+06
1.479999961111000961e-01 7.639659690849187612e-01 1.480000000000000000e+06
1.499999958726298266e-01 7.761315558532173586e-01 1.500000000000000000e+06
1.519999956341595571e-01 7.736655585353190423e-01 1.520000000000000000e+06
1.539999942491975526e-01 7.720215603233867574e-01 1.540000000000000000e+06
1.560000043291526750e-01 7.661031667604305539e-01 1.560000000000000000e+06
1.580000040906824332e-01 7.782687535287293734e-01 1.580000000000000000e+06
1.600000038522121359e-01 7.744875576412851848e-01 1.600000000000000000e+06
1.620000024672501315e-01 7.726791596081596936e-01 1.620000000000000000e+06
1.640000010822881826e-01 7.636371694425323486e-01 1.640000000000000000e+06
1.660000008438178853e-01 7.646235683696916974e-01 1.660000000000000000e+06
1.679999994588558809e-01 7.733367588929327407e-01 1.680000000000000000e+06
1.699999992203856392e-01 7.639659690849187612e-01 1.700000000000000000e+06
1.719999978354236347e-01 7.688979637207155049e-01 1.720000000000000000e+06
1.739999975969533375e-01 7.697199628266816473e-01 1.740000000000000000e+06
1.759999962119913608e-01 7.693911631842952348e-01 1.760000000000000000e+06
1.779999959735210913e-01 7.695555630054885521e-01 1.780000000000000000e+06
1.799999957350508217e-01 7.651167678332712052e-01 1.800000000000000000e+06
1.819999943500888173e-01 7.605135728398609851e-01 1.820000000000000000e+06
1.839999929651268407e-01 7.646235683696916974e-01 1.840000000000000000e+06
1.860000041915736702e-01 7.642947687273052848e-01 1.860000000000000000e+06
1.879999913416945390e-01 7.496631846411081490e-01 1.880000000000000000e+06
1.900000025681414240e-01 7.503207839258809742e-01 1.900000000000000000e+06
1.919999908647540277e-01 7.564035773100303839e-01 1.920000000000000000e+06
1.939999997982174429e-01 7.629795701577594125e-01 1.940000000000000000e+06
1.959999880948300466e-01 7.537731801709388613e-01 1.960000000000000000e+06
1.979999993212768761e-01 7.467039878596301028e-01 1.980000000000000000e+06
2.000000094012320262e-01 7.476903867867894515e-01 2.000000000000000000e+06
