# gamma d2min
1.999999999999990934e-03 7.648902573212593703e-01
3.999999999999981869e-03 7.680472364188762890e-01
5.999999999999972369e-03 7.662684373500630031e-01
7.999999999999963737e-03 7.677040103969382523e-01
9.999999999999955105e-03 8.029933862117266674e-01
1.199999999999994474e-02 8.114982126006156093e-01
1.399999999999993611e-02 8.033824018248896248e-01
1.599999999999992747e-02 8.117160851858428172e-01
1.800000000000008191e-02 8.295942389244004289e-01
2.000000000000006981e-02 8.355776970269096493e-01
2.200000000000006117e-02 8.485986586943655707e-01
2.400000000000005254e-02 8.474820700027618781e-01
2.600000000000004391e-02 8.745745736012469074e-01
2.800000000000003528e-02 8.877701352272728830e-01
3.000000000000002665e-02 8.986365834260573449e-01
3.200000000000001454e-02 9.013991387863005134e-01
3.400000000000000938e-02 9.524316671243685528e-01
3.600000000000000422e-02 9.715079544961331415e-01
3.799999999999999212e-02 9.794477059382892259e-01
3.999999999999998002e-02 1.003757963074100257e+00
4.199999999999997485e-02 1.012792877041903239e+00
4.399999999999996275e-02 1.044506097076230988e+00
4.599999999999995065e-02 1.060736917726089024e+00
4.799999999999994549e-02 1.068910539218355327e+00
4.999999999999993339e-02 1.124249646661931612e+00
5.200000000000008782e-02 1.160318888299005868e+00
5.400000000000007572e-02 1.208021439782591466e+00
5.600000000000007055e-02 1.250806620813604608e+00
5.800000000000005845e-02 1.288170326396780307e+00
6.000000000000005329e-02 1.353942662172506139e+00
6.200000000000004119e-02 1.375882292824731623e+00
6.400000000000002909e-02 1.450491447739109763e+00
6.600000000000003086e-02 1.500330143345565359e+00
6.800000000000001876e-02 1.612542830103772085e+00
6.999999999999999278e-02 1.638442155472696005e+00
7.200000000000000844e-02 1.713504297198547910e+00
7.399999999999998246e-02 1.815991869631865541e+00
7.599999999999998423e-02 1.894133242998342848e+00
7.799999999999997213e-02 1.983631626749920995e+00
7.999999999999996003e-02 2.045783783214961904e+00
8.199999999999994793e-02 2.133969906269728600e+00
8.399999999999994971e-02 2.212951488113557019e+00
8.599999999999993761e-02 2.272729226702572713e+00
8.800000000000009204e-02 2.337471501140309105e+00
9.000000000000007994e-02 2.452419900011836962e+00
9.200000000000006783e-02 2.609529267248658524e+00
9.400000000000005573e-02 2.706453579454703551e+00
9.600000000000005751e-02 2.892640873628867126e+00
9.800000000000004541e-02 3.066672522312973381e+00
1.000000000000000333e-01 3.179375404963699747e+00
1.020000000000000212e-01 3.331339389218356040e+00
1.040000000000000091e-01 3.505093823319129331e+00
1.060000000000000109e-01 3.653811259599906158e+00
1.079999999999999988e-01 3.796327505910668698e+00
1.099999999999999867e-01 3.921776462334279678e+00
1.119999999999999746e-01 4.177959852495659376e+00
1.139999999999999625e-01 4.411066313971748087e+00
1.159999999999999643e-01 4.666073969848879344e+00
1.179999999999999521e-01 4.853302570979324493e+00
1.199999999999999400e-01 5.150626028547191204e+00
1.219999999999999279e-01 5.383142801651278120e+00
1.240000000000000824e-01 5.569563794272806234e+00
1.260000000000000842e-01 5.751775569912010333e+00
1.280000000000000582e-01 5.938429011367581722e+00
1.300000000000000600e-01 6.070125143702652437e+00
1.320000000000000617e-01 6.192796681506470335e+00
1.340000000000000357e-01 6.444692349577811008e+00
1.360000000000000375e-01 6.804384181583412072e+00
1.380000000000000115e-01 7.124102443584280131e+00
1.399999999999999856e-01 7.293606089214407895e+00
1.420000000000000151e-01 7.588687452495660679e+00
1.440000000000000169e-01 7.909687252748184072e+00
1.459999999999999909e-01 8.191538461389283654e+00
1.479999999999999649e-01 8.445393304077887464e+00
1.499999999999999667e-01 8.701634564098011282e+00
1.519999999999999685e-01 8.922736843179844612e+00
1.540000000000001090e-01 9.125941848780776411e+00
1.559999999999999443e-01 9.318572935858584927e+00
1.580000000000000848e-01 9.485917070756393343e+00
1.600000000000000866e-01 9.665063550288035543e+00
1.620000000000000884e-01 9.967290618444208050e+00
1.640000000000000624e-01 1.013443706037720915e+01
1.660000000000000642e-01 1.028837530696811875e+01
1.680000000000000382e-01 1.040441744787918132e+01
1.700000000000000400e-01 1.057969680793481793e+01
1.720000000000000417e-01 1.080153080379971442e+01
1.740000000000000158e-01 1.101953469029750643e+01
1.760000000000000175e-01 1.125114540002761920e+01
1.779999999999999916e-01 1.155004694809817067e+01
1.799999999999999656e-01 1.180829716351404635e+01
1.819999999999999951e-01 1.200432879636600525e+01
1.839999999999999691e-01 1.223533510288233828e+01
1.860000000000000542e-01 1.243549328258759346e+01
1.879999999999999449e-01 1.264978586555792539e+01
1.900000000000000300e-01 1.289580911174439848e+01
1.920000000000000318e-01 1.305884175452375118e+01
1.940000000000000058e-01 1.333903662553069580e+01
1.960000000000000075e-01 1.352963054438920665e+01
1.980000000000000648e-01 1.373086142173295521e+01
2.000000000000000666e-01 1.395028304817905607e+01
