# gamma	percentage	time
0.000000000000000000e+00 8.417851696131871675e-01 0.000000000000000000e+00
2.000000263647668409e-03 8.401420207363315962e-01 2.000000000000000000e+04
3.999999381001126224e-03 8.398133909609604153e-01 4.000000000000000000e+04
5.999999644648795066e-03 8.406349653993883120e-01 6.000000000000000000e+04
7.999999908296463041e-03 8.384988718594759138e-01 8.000000000000000000e+04
1.000000017194413275e-02 8.380059271964191980e-01 1.000000000000000000e+05
1.199999928929759013e-02 8.301188125875116341e-01 1.200000000000000000e+05
1.400000069923946870e-02 8.297901828121404533e-01 1.400000000000000000e+05
1.599999981659292608e-02 8.389918165225326296e-01 1.600000000000000000e+05
1.800000008024059753e-02 8.376772974210480172e-01 1.800000000000000000e+05
1.999999919759405317e-02 8.363627783195634047e-01 2.000000000000000000e+05
2.199999946124171768e-02 8.223960128662897162e-01 2.200000000000000000e+05
2.399999972488938912e-02 8.291329232613982025e-01 2.400000000000000000e+05
2.599999884224284477e-02 8.389918165225326296e-01 2.600000000000000000e+05
2.800000025218472507e-02 8.324192210151096782e-01 2.800000000000000000e+05
2.999999936953818419e-02 8.276540892722280551e-01 3.000000000000000000e+05
3.199999848689163984e-02 8.215744384278619306e-01 3.200000000000000000e+05
3.400000104312773247e-02 8.207528639894339229e-01 3.400000000000000000e+05
3.599999901418697579e-02 8.251893659569444761e-01 3.600000000000000000e+05
3.799999813154043143e-02 8.228889575293464320e-01 3.800000000000000000e+05
3.999999724889389402e-02 8.228889575293464320e-01 4.000000000000000000e+05
4.199999865883577432e-02 8.100723962898718211e-01 4.200000000000000000e+05
4.399999777618922997e-02 8.296258679244549183e-01 4.400000000000000000e+05
4.599999918613111027e-02 8.197669746633204912e-01 4.600000000000000000e+05
4.799999830348456592e-02 8.066217836484748105e-01 4.800000000000000000e+05
4.999999742083802157e-02 8.079363027499595340e-01 5.000000000000000000e+05
5.199999768448568954e-02 8.145088982573821523e-01 5.200000000000000000e+05
5.399999565554493980e-02 7.995562434779952543e-01 5.400000000000000000e+05
5.600000050436945015e-02 8.008707625794797558e-01 5.600000000000000000e+05
5.799999962172291273e-02 8.061288389854180947e-01 5.800000000000000000e+05
5.999999873907636144e-02 8.072790431992170612e-01 6.000000000000000000e+05
6.199999785642982403e-02 7.995562434779952543e-01 6.200000000000000000e+05
