# gamma d2min std
3.999999999999948042e-03 6.214283066406249834e-01 4.170961938545173497e-01
6.000000000000003594e-03 6.254524178997000750e-01 4.565881026102662776e-01
8.000000000000059147e-03 6.232563643031880929e-01 4.275031655764792160e-01
9.999999999999951636e-03 6.290800048709753733e-01 4.405269435050126470e-01
1.200000000000000719e-02 6.257912377683081395e-01 4.427957680819460395e-01
1.400000000000006274e-02 6.346485542554450854e-01 4.556427905732369776e-01
1.599999999999995176e-02 6.318451169803502854e-01 4.476104708399887833e-01
1.800000000000000905e-02 6.389932635890152035e-01 4.709275877169162294e-01
2.000000000000006634e-02 6.422932470683396788e-01 4.820130551716175771e-01
2.199999999999995709e-02 6.331714170987214896e-01 4.833738891783623259e-01
2.400000000000001438e-02 6.519733857185132653e-01 5.242373512712000805e-01
2.600000000000006820e-02 6.469470891315498573e-01 4.959293895235266647e-01
2.799999999999996242e-02 6.499694551886048277e-01 5.037853691786756682e-01
3.000000000000001624e-02 6.645145536241319206e-01 5.564388011255975153e-01
3.200000000000007006e-02 6.674787493746054956e-01 5.615550900533655687e-01
3.399999999999996775e-02 6.643227338324654285e-01 5.374862236458216591e-01
3.600000000000001810e-02 6.740239487886680037e-01 5.572889035268443481e-01
3.800000000000007538e-02 6.788540786201862076e-01 5.801146912420805934e-01
3.999999999999996614e-02 6.794861305831754184e-01 5.660819570227810793e-01
4.200000000000002343e-02 6.846596081104008302e-01 5.730655595705066441e-01
4.400000000000008071e-02 6.928580011639836611e-01 5.819010475418791017e-01
4.599999999999997147e-02 7.003116972281407948e-01 6.252842823628010915e-01
4.800000000000002875e-02 7.050658097380050338e-01 6.059407709772688388e-01
4.999999999999991951e-02 7.049361732915089274e-01 6.007703813395298686e-01
5.199999999999997680e-02 7.232849916903407728e-01 6.517313551313342890e-01
5.400000000000002714e-02 7.221255777718591506e-01 6.397345756778556325e-01
5.599999999999992484e-02 7.458761696792139961e-01 6.966824757924340306e-01
5.799999999999997519e-02 7.434837038589015012e-01 7.054237160876721813e-01
6.000000000000003247e-02 7.720633409524938484e-01 7.432922337657453804e-01
6.199999999999992323e-02 7.736538488774462596e-01 7.550095475591065419e-01
6.399999999999997358e-02 7.841668544389203133e-01 7.630612210230752757e-01
6.600000000000003086e-02 8.051469298808396902e-01 7.990360815267171235e-01
6.799999999999993550e-02 8.062438983783145607e-01 8.114325712914502997e-01
6.999999999999997891e-02 8.183587103140782526e-01 8.254376751747908303e-01
7.200000000000003619e-02 8.493812562401356070e-01 9.123517777168922427e-01
7.399999999999992695e-02 8.775628944148518018e-01 9.354351211822479195e-01
7.599999999999998423e-02 8.836211908933080394e-01 9.384751249338758594e-01
7.800000000000004152e-02 9.063495567155932520e-01 9.730980414225260944e-01
7.999999999999991840e-02 9.129077917514993867e-01 1.015948677417926937e+00
