# gamma d2min std
4.000000000000079013e-03 7.816820690222537893e-01 6.712468159355982067e-01
5.999999999999956757e-03 7.948486716540402730e-01 7.311986682074070876e-01
7.999999999999996697e-03 8.025265870935922585e-01 7.609605982821120440e-01
1.000000000000003490e-02 7.918798396721118404e-01 7.326648678706263462e-01
1.200000000000007484e-02 7.961032889500473386e-01 7.146933896991926050e-01
1.399999999999995345e-02 8.045687774029355310e-01 7.557160830242031224e-01
1.599999999999999339e-02 8.211056994199811276e-01 8.196119995582757944e-01
1.800000000000003333e-02 8.172261504340279092e-01 8.023148633775796235e-01
2.000000000000006981e-02 8.335642865293561021e-01 8.397739233933783076e-01
2.199999999999995015e-02 8.326851889066445578e-01 8.591872739734275344e-01
2.399999999999998662e-02 8.397588690696022873e-01 8.713674236946276075e-01
2.600000000000002656e-02 8.614255030993528406e-01 8.958402412522573632e-01
2.800000000000006650e-02 8.779002703065814650e-01 9.503017431433321560e-01
2.999999999999994338e-02 8.961708012014675262e-01 9.803605157252694990e-01
3.199999999999998679e-02 9.160133428306502790e-01 9.743496965633310358e-01
3.400000000000003020e-02 9.240667941011678765e-01 1.017547297237689552e+00
3.600000000000006667e-02 9.419858331833964593e-01 1.060197027508802403e+00
3.799999999999993661e-02 9.601662223899148918e-01 1.090829633679636146e+00
3.999999999999998002e-02 9.720727358467488033e-01 1.140751506550369943e+00
4.200000000000002343e-02 9.871715732165403656e-01 1.132250829775337753e+00
4.400000000000005296e-02 9.867078116990215531e-01 1.137635796364764307e+00
4.599999999999993677e-02 1.018107361515546261e+00 1.186784257876671411e+00
4.799999999999997324e-02 1.077724394253077644e+00 1.289211585020808126e+00
5.000000000000001665e-02 1.079258028119081558e+00 1.302871094146863085e+00
5.200000000000005312e-02 1.124809223573626893e+00 1.405586543263240396e+00
5.400000000000009653e-02 1.151750612902461945e+00 1.388476255939132153e+00
5.599999999999997341e-02 1.177617682814472877e+00 1.434877076818045216e+00
5.800000000000000988e-02 1.230706472883128066e+00 1.533798505391202216e+00
6.000000000000005329e-02 1.244767120302635810e+00 1.583034216346372647e+00
6.199999999999993017e-02 1.295487037121212381e+00 1.694750589574178790e+00
6.399999999999997358e-02 1.357530128111189782e+00 1.844092571189861030e+00
6.600000000000000311e-02 1.403128553170375881e+00 1.898489559293990547e+00
6.800000000000006040e-02 1.446720846150962636e+00 1.955358297855083860e+00
7.000000000000007605e-02 1.512260337805792609e+00 2.082294976860878055e+00
7.199999999999995293e-02 1.592003647088068075e+00 2.282934047409507006e+00
7.400000000000001021e-02 1.713647239814157341e+00 2.498562885481439899e+00
7.600000000000003975e-02 1.781274534205334437e+00 2.616150417829285146e+00
7.800000000000008316e-02 1.848780699277935646e+00 2.757000751777265446e+00
7.999999999999996003e-02 1.941720046289062251e+00 2.907626902690680026e+00
8.200000000000000344e-02 2.021492788306896937e+00 3.044787679646057121e+00
8.400000000000004685e-02 2.060840064506392011e+00 2.985910174818556140e+00
8.600000000000007638e-02 2.177334016045218146e+00 3.236812785067556764e+00
8.799999999999995326e-02 2.304462465660511494e+00 3.528439403544403330e+00
9.000000000000001055e-02 2.429737747273516213e+00 3.761885235974219643e+00
9.200000000000004008e-02 2.540853368444207838e+00 3.939446050243064601e+00
9.400000000000006961e-02 2.617237569276751774e+00 4.034122245170960852e+00
9.599999999999994649e-02 2.723835559394728989e+00 4.175185048791037801e+00
9.799999999999998990e-02 2.857289345606455644e+00 4.448852405877667060e+00
1.000000000000000333e-01 2.995964034365136364e+00 4.634304298564787317e+00
1.020000000000000767e-01 3.166306001736110876e+00 4.871631580491553315e+00
1.039999999999999536e-01 3.311016144326073274e+00 5.133792306082409773e+00
1.059999999999999831e-01 3.483838741487137458e+00 5.489195733861781612e+00
1.080000000000000265e-01 3.709863502327967577e+00 5.878474408379682714e+00
1.100000000000000699e-01 3.965719495945785766e+00 6.287476049217812779e+00
1.120000000000001134e-01 4.141589942838541205e+00 6.550170504129945392e+00
1.139999999999999902e-01 4.376780685998657994e+00 6.950406502149645505e+00
1.160000000000000198e-01 4.557374213912562588e+00 7.292287486844357680e+00
