# gamma d2min std
4.000000000000034778e-03 6.630202851937342379e-01 4.452401957235507246e-01
6.000000000000052167e-03 6.608718837377682842e-01 4.365288185592197667e-01
8.000000000000069555e-03 6.648980194483902206e-01 4.483161766339790466e-01
9.999999999999925615e-03 6.647170407650726531e-01 4.434771408384538538e-01
1.199999999999994300e-02 6.710269939374210457e-01 4.517630880568315188e-01
1.399999999999996039e-02 6.676388967684657727e-01 4.537083512514395456e-01
1.599999999999997952e-02 6.683502520063920871e-01 4.460393873140465204e-01
1.799999999999999517e-02 6.718723327039931581e-01 4.520533285169314186e-01
2.000000000000001429e-02 6.711770592230902333e-01 4.536846448656524644e-01
2.200000000000002648e-02 6.738039264539930073e-01 4.461736298924292576e-01
2.400000000000004907e-02 6.834407242838541618e-01 4.928391122291063131e-01
2.600000000000006473e-02 6.789772169191918838e-01 4.815189034778584176e-01
2.799999999999992079e-02 6.953560723228378038e-01 5.226903837778050788e-01
2.999999999999994338e-02 6.857503148792614134e-01 4.767312235648922258e-01
3.199999999999995903e-02 6.928004650627368477e-01 5.044649141079214916e-01
3.399999999999997469e-02 7.024247521681660222e-01 5.231390944388815134e-01
3.599999999999999034e-02 7.044838596038510703e-01 5.435584589371699193e-01
3.800000000000001293e-02 7.005664617069129463e-01 5.471084487828702381e-01
4.000000000000002859e-02 7.156293756628786529e-01 5.347473421748775158e-01
4.200000000000004424e-02 7.196535598248106069e-01 5.669972964890531708e-01
4.400000000000005990e-02 7.287088539437341916e-01 5.845214636859814572e-01
4.600000000000007555e-02 7.349755657315341084e-01 5.974480552601936223e-01
4.799999999999993161e-02 7.449542115688131405e-01 6.211957181885418011e-01
4.999999999999995420e-02 7.521198782848012021e-01 6.542177136582644215e-01
5.199999999999996986e-02 7.489602920415087128e-01 5.984122171433987614e-01
5.399999999999998551e-02 7.627123047013100177e-01 6.210095062211599126e-01
5.600000000000000117e-02 7.716113313900725412e-01 6.746673543764795111e-01
5.800000000000002376e-02 7.719096726345484605e-01 6.849809341452162137e-01
6.000000000000003941e-02 8.038314081597220939e-01 7.509511584922793359e-01
6.200000000000005507e-02 8.114600986564867169e-01 8.007178437842790153e-01
6.400000000000007072e-02 8.293559102588383691e-01 8.464020281936313062e-01
6.599999999999993372e-02 8.500066731415720778e-01 8.931837075416253491e-01
6.799999999999994937e-02 8.597635749289774809e-01 9.271079527419027189e-01
6.999999999999996503e-02 8.747792877702810221e-01 9.813278615457848852e-01
7.199999999999998068e-02 8.953136185684974491e-01 9.721644479987865406e-01
7.399999999999998246e-02 9.181919471748737349e-01 1.081419885861113483e+00
7.600000000000002587e-02 9.598198286616161923e-01 1.186316879510369349e+00
7.800000000000002764e-02 9.722315597952178035e-01 1.212434009428899451e+00
8.000000000000005718e-02 9.830663306443340188e-01 1.211823339665717869e+00
8.200000000000007283e-02 1.048331474674479180e+00 1.356964875105338697e+00
8.399999999999990807e-02 1.099701731897095858e+00 1.535803772442159154e+00
8.599999999999995148e-02 1.113790891556187157e+00 1.609198735321425433e+00
8.799999999999995326e-02 1.174450700599747544e+00 1.767774820538062119e+00
8.999999999999998279e-02 1.227954257540246230e+00 1.849293335284789119e+00
9.199999999999999845e-02 1.268555260462042478e+00 1.910458173537498139e+00
