# gamma	percentage
0.000000000000000000e+00 1.055263628150440169e+00
2.000000262712910929e-03 1.063067149048794846e+00
3.999999383195774333e-03 1.066318616089775961e+00
5.999999645908685696e-03 1.068919789722561076e+00
7.999998766391550400e-03 1.069082363074610020e+00
1.000000017133450755e-02 1.061603988880353455e+00
1.199999814958732473e-02 1.060953695472157232e+00
1.399999841230023696e-02 1.064692882569285404e+00
1.599999753278310080e-02 1.059490535303715619e+00
1.799999893772605622e-02 1.065830896033628905e+00
1.999999805820892179e-02 1.059815682007813731e+00
2.199999717869178389e-02 1.059327961951666452e+00
2.399999744140469959e-02 1.065343175977481627e+00
2.599999656188756170e-02 1.065993469385677850e+00
2.799999682460047393e-02 1.061441415528304288e+00
2.999999594508333950e-02 1.061278842176255344e+00
3.199999506556620854e-02 1.060791122120108065e+00
3.399999418604906370e-02 1.061278842176255344e+00
3.599999673322206578e-02 1.059815682007813731e+00
3.799999699593498148e-02 1.058352521839372118e+00
3.999999611641784358e-02 1.064205162513138347e+00
4.199999523690070569e-02 1.043233200098809821e+00
4.399999435738356779e-02 1.057539655079126950e+00
4.599999462009648349e-02 1.055263628150440169e+00
4.799999374057934559e-02 1.052337307813556944e+00
4.999999400329226129e-02 1.036079972608651145e+00
5.199999312377512339e-02 1.048923267420526884e+00
5.399999224425798550e-02 1.042257759986515486e+00
5.599999364920094785e-02 1.052662454517655055e+00
5.799999162745376330e-02 1.042582906690613598e+00
5.999999074793662540e-02 1.046159520435692825e+00
6.199999101064954804e-02 1.032503358863571918e+00
6.399999013113240320e-02 1.038518572889387093e+00
6.599999039384531196e-02 1.042257759986515486e+00
6.799999065655822073e-02 1.032015638807424640e+00
6.999999434596126946e-02 1.037217986072994647e+00
7.199999346644413156e-02 1.039494013001681427e+00
7.399999372915705420e-02 1.040306879761926595e+00
7.599999284963990243e-02 1.027301011598001912e+00
7.799999197012277841e-02 1.022911531092677295e+00
7.999999223283568717e-02 1.023074104444726462e+00
8.199999135331854927e-02 1.019172343995549124e+00
8.399999047380141137e-02 1.031527918751277584e+00
8.599999073651432013e-02 1.020635504163990515e+00
8.799998985699718224e-02 1.012506836561537726e+00
8.999999011971010487e-02 1.010230809632850724e+00
9.199998924019296698e-02 1.016246023658665898e+00
9.399999407182606237e-02 1.014132570082028284e+00
9.599998748115869118e-02 1.011693969801292337e+00
9.799999345502183323e-02 1.003565302198839326e+00
9.999998686435447592e-02 9.959243546525337054e-01
1.019999916959875574e-01 9.962495013566318169e-01
1.039999862475502468e-01 1.007954782704163943e+00
1.059999910791833422e-01 9.938109010758958695e-01
1.079999856307460177e-01 9.886085538103259740e-01
1.099999904623791130e-01 9.754401122943522351e-01
1.119999838717117419e-01 9.783664326312353499e-01
1.139999887033448372e-01 9.827559131365598555e-01
1.159999832549075266e-01 9.739769521259107332e-01
1.179999880865406220e-01 9.743020988300088447e-01
1.199999826381032975e-01 9.871453936418844721e-01
1.219999874697363929e-01 9.991758216935148207e-01
1.239999820212990822e-01 9.897465672746694754e-01
1.259999857107020893e-01 9.899091406267185311e-01
1.279999802622648064e-01 9.890962738664731413e-01
1.299999850938979018e-01 1.000476408509907378e+00
1.319999796454605634e-01 9.964120747086808727e-01
1.339999844770936588e-01 9.905594340349147542e-01
1.359999790286563759e-01 9.903968606828656984e-01
1.379999827180594107e-01 1.003077582142692270e+00
1.399999886919225389e-01 9.946237678361411483e-01
1.419999821012551955e-01 1.000801555214005489e+00
1.439999880751182959e-01 9.952740612443373713e-01
1.459999814844509525e-01 1.001776995326299824e+00
1.479999874583140806e-01 1.003565302198839326e+00
1.499999808676467095e-01 9.840564999529524126e-01
1.519999856992798049e-01 9.838939266009033568e-01
1.539999802508424942e-01 9.920225942033562561e-01
1.559999850824756173e-01 9.863325268816391933e-01
1.579999784918082462e-01 9.871453936418844721e-01
1.599999833234413416e-01 9.887711271623750298e-01
1.619999778750040031e-01 9.851945134172958030e-01
1.639999827066370985e-01 9.868202469377863606e-01
1.659999772581997879e-01 9.889337005144240855e-01
1.679999820898328833e-01 9.957617813004845386e-01
1.699999754991655121e-01 9.874705403459825837e-01
1.719999803307986075e-01 9.936483277238468137e-01
1.739999748823612968e-01 9.920225942033562561e-01
1.759999797139943922e-01 9.884459804582769182e-01
1.779999742655570816e-01 9.968997947648280400e-01
1.799999790971901770e-01 9.913723007951600330e-01
1.819999725065228058e-01 9.899091406267185311e-01
1.839999773381558734e-01 9.873079669939335279e-01
1.859999833120190016e-01 9.918600208513072003e-01
1.879999881436521247e-01 9.804798862078730748e-01
1.899999712729143198e-01 9.910471540910619215e-01
1.919999761045474429e-01 9.951114878922883156e-01
1.939999809361805383e-01 9.941360477799939810e-01
1.959999857678136337e-01 9.837313532488543011e-01
1.979999688970758565e-01 9.910471540910619215e-01
1.999999737287089518e-01 9.991758216935148207e-01
