# gamma	percentage	time
0.000000000000000000e+00 9.101854473139086021e-01 0.000000000000000000e+00
2.000000405917067361e-03 9.223563405378386593e-01 2.000000000000000000e+04
3.999999665175751028e-03 9.156130078056612387e-01 4.000000000000000000e+04
6.000001217751202952e-03 9.156130078056612387e-01 6.000000000000000000e+04
8.000000477009886618e-03 9.164353654559267426e-01 8.000000000000000000e+04
1.000000088292695571e-02 9.248234134886353930e-01 1.000000000000000000e+05
1.200000128884402134e-02 9.185734953466171415e-01 1.200000000000000000e+05
1.400000169476108870e-02 9.223563405378386593e-01 1.400000000000000000e+05
1.599999980736139041e-02 9.170932515761391901e-01 1.600000000000000000e+05
1.800000021327845603e-02 9.169287800460861337e-01 1.800000000000000000e+05
2.000000061919552860e-02 9.157774793357142951e-01 2.000000000000000000e+05
2.200000102511259423e-02 9.170932515761391901e-01 2.200000000000000000e+05
2.400000257768804268e-02 9.129814633248114486e-01 2.400000000000000000e+05
2.600000298360511178e-02 9.192313814668295890e-01 2.600000000000000000e+05
2.800000224286379458e-02 9.139682925051301199e-01 2.800000000000000000e+05
3.000000035546409802e-02 9.060736590625808606e-01 3.000000000000000000e+05
3.200000076138116711e-02 9.246589419585822256e-01 3.200000000000000000e+05
3.400000116729823274e-02 9.156130078056612387e-01 3.400000000000000000e+05
3.600000042655691207e-02 9.119946341444927773e-01 3.600000000000000000e+05
3.800000083247397770e-02 9.189024384067233653e-01 3.800000000000000000e+05
4.000000123839105026e-02 9.138038209750770635e-01 4.000000000000000000e+05
4.200000164430811589e-02 9.080473174232182032e-01 4.200000000000000000e+05
4.400000090356680216e-02 9.095275611936961546e-01 4.400000000000000000e+05
4.600000360280064038e-02 9.146261786253425674e-01 4.600000000000000000e+05
4.800000400871771294e-02 9.077183743631119794e-01 4.800000000000000000e+05
5.000000441463477163e-02 9.024552854014123993e-01 5.000000000000000000e+05
5.200000482055183726e-02 9.075539028330588120e-01 5.200000000000000000e+05
5.400000522646890982e-02 9.116656910843865536e-01 5.400000000000000000e+05
5.600000448572758915e-02 9.047578868221559656e-01 5.600000000000000000e+05
5.800000489164464784e-02 9.054157729423684131e-01 5.800000000000000000e+05
5.999999956426980974e-02 8.909422782976947897e-01 6.000000000000000000e+05
6.199999997018687536e-02 9.034421145817310705e-01 6.200000000000000000e+05
6.400000037610394099e-02 9.019618708112531191e-01 6.400000000000000000e+05
6.600000078202102050e-02 8.932448797184383560e-01 6.600000000000000000e+05
6.800000004127970676e-02 8.943961804288100836e-01 6.800000000000000000e+05
7.000000044719677239e-02 8.996592693905095528e-01 7.000000000000000000e+05
7.200000085311382414e-02 8.957119526692349787e-01 7.200000000000000000e+05
7.400000125903090364e-02 8.861726039261546006e-01 7.400000000000000000e+05
7.600000166494798315e-02 8.901199206474292858e-01 7.600000000000000000e+05
7.800000207086503490e-02 8.820608156748268591e-01 7.800000000000000000e+05
8.000000247678211440e-02 8.761398405929149424e-01 8.000000000000000000e+05
8.200000173604078679e-02 8.833765879152517542e-01 8.200000000000000000e+05
8.400000214195785242e-02 8.883107338168449996e-01 8.400000000000000000e+05
8.600000254787491805e-02 8.799226857841364602e-01 8.600000000000000000e+05
8.800000295379198367e-02 8.746595968224368800e-01 8.800000000000000000e+05
9.000000335970906318e-02 8.718635808115340335e-01 9.000000000000000000e+05
9.200000835225966012e-02 8.715346377514278098e-01 9.200000000000000000e+05
9.400000302488480119e-02 8.611729313580819278e-01 9.400000000000000000e+05
9.600000801743542589e-02 8.603505737078165350e-01 9.600000000000000000e+05
9.800000383671894633e-02 8.672583779700470119e-01 9.800000000000000000e+05
1.000000088292695433e-01 8.560743139264356261e-01 1.000000000000000000e+06
1.020000035018946982e-01 8.624887035985068229e-01 1.020000000000000000e+06
1.040000096411036745e-01 8.532782979155326686e-01 1.040000000000000000e+06
1.060000043137288295e-01 8.447257783527709618e-01 1.060000000000000000e+06
1.080000093062794403e-01 8.521269972051608299e-01 1.080000000000000000e+06
1.100000039789045814e-01 8.529493548554264448e-01 1.100000000000000000e+06
1.120000101181135577e-01 8.384758602107528214e-01 1.120000000000000000e+06
1.140000059373971059e-01 8.325548851288407937e-01 1.140000000000000000e+06
1.160000097832893234e-01 8.427521199921336192e-01 1.160000000000000000e+06
1.180000056025728716e-01 8.281141538174069394e-01 1.180000000000000000e+06
1.200000002751980127e-01 8.422587054019743391e-01 1.200000000000000000e+06
1.220000052677486235e-01 8.360087872599561987e-01 1.220000000000000000e+06
1.239999999403737785e-01 8.300878121780441710e-01 1.240000000000000000e+06
1.260000060795827548e-01 8.332127712490533522e-01 1.260000000000000000e+06
1.280000007522078820e-01 8.429165915221867866e-01 1.280000000000000000e+06
1.300000057447585067e-01 8.371600879703279263e-01 1.300000000000000000e+06
1.320000004173836339e-01 8.373245595003809827e-01 1.320000000000000000e+06
1.340000065565926379e-01 8.371600879703279263e-01 1.340000000000000000e+06
1.360000023758761445e-01 8.443968352926647380e-01 1.360000000000000000e+06
1.380000062217683621e-01 8.394626893910714927e-01 1.380000000000000000e+06
1.400000008943935448e-01 8.435744776423991231e-01 1.400000000000000000e+06
1.420000070336025211e-01 8.330482997190000738e-01 1.420000000000000000e+06
1.440000017062276483e-01 8.422587054019743391e-01 1.440000000000000000e+06
1.460000078454366523e-01 8.445613068227180165e-01 1.460000000000000000e+06
1.480000025180618073e-01 8.447257783527709618e-01 1.480000000000000000e+06
1.500000075106124042e-01 8.545940701559574526e-01 1.500000000000000000e+06
1.520000021832375592e-01 8.420942338719211717e-01 1.520000000000000000e+06
1.540000083224465077e-01 8.341996004293719125e-01 1.540000000000000000e+06
1.560000029950716904e-01 8.355153726697969185e-01 1.560000000000000000e+06
1.580000091342806667e-01 8.485086235439924796e-01 1.580000000000000000e+06
1.600000026602474423e-01 8.378179740905402628e-01 1.600000000000000000e+06
1.620000087994564186e-01 8.473573228336206409e-01 1.620000000000000000e+06
1.640000034720815736e-01 8.478507374237799210e-01 1.640000000000000000e+06
1.660000096112905499e-01 8.485086235439924796e-01 1.660000000000000000e+06
1.680000042839157048e-01 8.493309811942579834e-01 1.680000000000000000e+06
1.700000092764663295e-01 8.399561039812307728e-01 1.700000000000000000e+06
1.720000039490914567e-01 8.471928513035675845e-01 1.720000000000000000e+06
1.740000100883004608e-01 8.429165915221867866e-01 1.740000000000000000e+06
1.760000047609256157e-01 8.360087872599561987e-01 1.760000000000000000e+06
1.780000109001345643e-01 8.320614705386814025e-01 1.780000000000000000e+06
1.800000055727596915e-01 8.460415505931959679e-01 1.800000000000000000e+06
1.820000105653103439e-01 8.420942338719211717e-01 1.820000000000000000e+06
1.840000167045193202e-01 8.422587054019743391e-01 1.840000000000000000e+06
1.860000113771444752e-01 8.425876484620804518e-01 1.860000000000000000e+06
1.880000060497696024e-01 8.424231769320273955e-01 1.880000000000000000e+06
1.900000007223947851e-01 8.494954527243111508e-01 1.900000000000000000e+06
1.920000171815292034e-01 8.373245595003809827e-01 1.920000000000000000e+06
1.940000130008127655e-01 8.445613068227180165e-01 1.940000000000000000e+06
1.960000065267794855e-01 8.254826093365571493e-01 1.960000000000000000e+06
1.980000011994046405e-01 8.414363477517088352e-01 1.980000000000000000e+06
2.000000176585390865e-01 8.299233406479911146e-01 2.000000000000000000e+06
