# gamma	percentage
0.000000000000000000e+00 1.046912594297638499e+00
1.999999691635663806e-03 1.045124944726499860e+00
4.000000525361461882e-03 1.037649319247193613e+00
6.000000216997125255e-03 1.041062104792094267e+00
8.000001050722923765e-03 1.050162866245162974e+00
9.999999600268453734e-03 1.045287458323876262e+00
1.200000043399425051e-02 1.041549645584223027e+00
1.400000012562991475e-02 1.034886588091797899e+00
1.600000095935571326e-02 1.046262539908133560e+00
1.800000065099137750e-02 1.042687240765856505e+00
2.000000034262704174e-02 1.042362213571104146e+00
2.200000231844297452e-02 1.039436968818332030e+00
2.400000086798850102e-02 1.036024183273431376e+00
2.600000055962416873e-02 1.044474890336995143e+00
2.800000025125982950e-02 1.037811832844569793e+00
3.000000222707576228e-02 1.032936424923283081e+00
3.200000191871142652e-02 1.047887675881895797e+00
3.400000275243722503e-02 1.036999264857688674e+00
3.600000130198275500e-02 1.034886588091797899e+00
3.800000099361841577e-02 1.036349210468183735e+00
4.000000068525408348e-02 1.036186696870807555e+00
4.200000266107001973e-02 1.028873584988877488e+00
4.400000235270568050e-02 1.022210527496452359e+00
4.600000204434134127e-02 1.031311288949520844e+00
4.800000173597700204e-02 1.034074020104916780e+00
5.000000142761266975e-02 1.024485717859719536e+00
5.200000111924833746e-02 1.031961343339025783e+00
5.400000081088399823e-02 1.029848666573134786e+00
5.600000050251965900e-02 1.028873584988877488e+00
5.800000476251586379e-02 1.025135772249224253e+00
6.000000445415152456e-02 1.019285282743680243e+00
6.200000414578719227e-02 1.019122769146304064e+00
6.400000383742285304e-02 1.023185609080709657e+00
6.600000352905852075e-02 1.027573476209867609e+00
6.800000322069417458e-02 1.017497633172541827e+00
7.000000291232985616e-02 1.003358950200810229e+00
7.200000260396551000e-02 1.017660146769918006e+00
7.400000229560117770e-02 1.012459711653878935e+00
7.600000198723683154e-02 1.009209439706354239e+00
7.800000167887249924e-02 1.016360037990908127e+00
8.000000022841803615e-02 1.005959167758829764e+00
8.200000563050435787e-02 1.011809657264373996e+00
8.400000532214003945e-02 1.016197524393531948e+00
8.600000501377570716e-02 1.006771735745710883e+00
8.800000470541136099e-02 1.003683977395562810e+00
9.000000553913715950e-02 1.003033923006057870e+00
9.200000408868268253e-02 1.013759820432888592e+00
9.400000378031835024e-02 1.004496545382443928e+00
9.600000347195400408e-02 9.986460558768996965e-01
9.800000316358967178e-02 9.927955663713556866e-01
1.000000028552253395e-01 9.950707567346227522e-01
1.020000014047708625e-01 9.924705391766032170e-01
1.040000010964065441e-01 9.799569921786339677e-01
1.060000007880421979e-01 9.791444241917528490e-01
1.080000004796778657e-01 9.815821281523962050e-01
1.100000001713135195e-01 9.794694513865052077e-01
1.119999998629491872e-01 9.802820193733863263e-01
1.139999995545848549e-01 9.612679284803681279e-01
1.160000095250317276e-01 9.783318562048717304e-01
1.180000092166673953e-01 9.799569921786339677e-01
1.200000089083030491e-01 9.721563395045751399e-01
1.220000085999387168e-01 9.760566658416045538e-01
1.240000082915743845e-01 9.648432276226450721e-01
1.260000079832100384e-01 9.845073729051682099e-01
1.280000076748456783e-01 9.778443154127429704e-01
1.300000073664813738e-01 9.851574272946731492e-01
1.320000070581170415e-01 9.908454032028409797e-01
1.340000067497527092e-01 9.817446417497723843e-01
1.360000064413883769e-01 9.887327264369500934e-01
1.380000061330240169e-01 9.906828896054646894e-01
1.400000058246597123e-01 9.846698865025443892e-01
1.420000055162953523e-01 9.979960014873948682e-01
1.440000052079309922e-01 9.845073729051682099e-01
1.460000048995666877e-01 9.828822369314059726e-01
1.480000045912023554e-01 9.869450768658115658e-01
1.500000031407478784e-01 9.861325088789304472e-01
1.520000028323835461e-01 9.849949136972968589e-01
1.540000025240191861e-01 9.897078080212073914e-01
1.560000022156548538e-01 9.875951312553165051e-01
1.580000019072905493e-01 9.978334878900185778e-01
1.600000015989261892e-01 9.898703216185835707e-01
1.620000012905618569e-01 9.880826720474451541e-01
1.640000112610087157e-01 9.843448593077920306e-01
1.660000109526443834e-01 9.767067202311093821e-01
1.680000106442800789e-01 9.687435539596743750e-01
1.700000114780058913e-01 9.812571009576437353e-01
1.720000100275513866e-01 9.771942610232381421e-01
1.740000097191870543e-01 9.780068290101192607e-01
1.760000094108226942e-01 9.780068290101192607e-01
1.780000091024583897e-01 9.773567746206143214e-01
1.800000087940940297e-01 9.796319649838814980e-01
1.820000073436395804e-01 9.830447505287821519e-01
1.840000070352752481e-01 9.783318562048717304e-01
1.860000067269109159e-01 9.776818018153667911e-01
1.880000075606367005e-01 9.793069377891290284e-01
1.900000061101822513e-01 9.711812579203178419e-01
1.920000058018178912e-01 9.799569921786339677e-01
1.940000054934535589e-01 9.786568833996240890e-01
1.960000051850891989e-01 9.677684723754170770e-01
1.980000048767248944e-01 9.794694513865052077e-01
2.000000045683605343e-01 9.708562307255653723e-01
