# gamma	percentage
0.000000000000000000e+00 1.098728165195070883e+00
2.000000155292990748e-03 1.097752962681584066e+00
4.000000310585980628e-03 1.100841103974292245e+00
6.000000465878971810e-03 1.099540833956309749e+00
7.999999479311738562e-03 1.097265361424840657e+00
1.000000077646495331e-02 1.099865901460805429e+00
1.199999978989771746e-02 1.093689618875389291e+00
1.399999994519070777e-02 1.104416846523743612e+00
1.599999895862347712e-02 1.099053232699566562e+00
1.799999911391646570e-02 1.092226815105159288e+00
1.999999926920945775e-02 1.089626275069194516e+00
2.199999942450244980e-02 1.098403097690575203e+00
2.399999843793521395e-02 1.094177220132132700e+00
2.599999859322820253e-02 1.088488538803459971e+00
2.799999874852119458e-02 1.095477490150114974e+00
2.999999890381418316e-02 1.088976140060203379e+00
3.199999905910717868e-02 1.096452692663601791e+00
3.399999807253994283e-02 1.079874249934327013e+00
3.599999822783293141e-02 1.085562931262999742e+00
3.799999838312591999e-02 1.093039483866398154e+00
3.999999853841892244e-02 1.086700667528734288e+00
4.199999869371190409e-02 1.091251612591672471e+00
4.399999884900489960e-02 1.087025735033229967e+00
4.599999786243766375e-02 1.078086378659601330e+00
4.799999801773065233e-02 1.087675870042221105e+00
4.999999817302364091e-02 1.076461041137123376e+00
5.199999832831662949e-02 1.082962391227035193e+00
5.399999734174939364e-02 1.084425194997265196e+00
5.599999749704238916e-02 1.072560231083176552e+00
5.799999765233538468e-02 1.070772359808450647e+00
5.999999780762836632e-02 1.061020334673583143e+00
6.199999796292135490e-02 1.073047832339919738e+00
6.399999697635412599e-02 1.066383948497760414e+00
6.599999713164711457e-02 1.066709016002255872e+00
6.799999842880032064e-02 1.052243512052202457e+00
6.999999744223310560e-02 1.065896347241017006e+00
7.199999645566586282e-02 1.057444592124131777e+00
7.399999661095883752e-02 1.061995537187069960e+00
7.599999676625183997e-02 1.066383948497760414e+00
7.799999692154484243e-02 1.043791756935317450e+00
7.999999593497759964e-02 1.054681518335919277e+00
8.199999609027060210e-02 1.045579628210043133e+00
8.399999624556359068e-02 1.043304155678574041e+00
8.599999640085656538e-02 1.035177468066184492e+00
8.799999655614956784e-02 1.046392296971281999e+00
8.999999556958232505e-02 1.031764259268980855e+00
9.199999572487532751e-02 1.039890946881370404e+00
9.399999588016830221e-02 1.034039731800449946e+00
9.599999603546130467e-02 1.029651320489759492e+00
9.799999619075429325e-02 1.022662369143104488e+00
9.999999634604728183e-02 1.029326252985263812e+00
1.019999965013402843e-01 1.016161019053192671e+00
1.039999955147730415e-01 1.018599025336909714e+00
1.059999956700660301e-01 1.010797405229015622e+00
1.079999958253590325e-01 1.020224362859387668e+00
1.099999948387917897e-01 1.000232711332909252e+00
1.119999949940847783e-01 1.006571527670573118e+00
1.139999951493777669e-01 1.015348350291953805e+00
1.159999953046707694e-01 1.012910344008236985e+00
1.179999954599637441e-01 1.020224362859387668e+00
1.199999944733964874e-01 1.025750510435812446e+00
1.219999946286895176e-01 1.029976387994255171e+00
1.239999959258427098e-01 1.028676117976272675e+00
1.259999949392754948e-01 1.030626523003246309e+00
1.279999939527082520e-01 1.024612774170077900e+00
1.299999941080012544e-01 1.021687166629617671e+00
1.319999942632942291e-01 1.019411694098148580e+00
1.339999944185872038e-01 1.018761559089157442e+00
1.359999945738802063e-01 1.024287706665582443e+00
1.379999935873129913e-01 1.018761559089157442e+00
1.399999937426059660e-01 1.016323552805440622e+00
1.419999938978989684e-01 1.026563179197051534e+00
1.439999940531919431e-01 1.014860749035210397e+00
1.459999942084849456e-01 1.019574227850396309e+00
1.479999932219177028e-01 1.021362099125122214e+00
1.499999933772107052e-01 1.021199565372874263e+00
1.519999935325036799e-01 1.029001185480768354e+00
1.539999936877966824e-01 1.035014934313936541e+00
1.559999938430896849e-01 1.029813854242007221e+00
1.579999928565224421e-01 1.029326252985263812e+00
1.599999930118154168e-01 1.020386896611635397e+00
1.619999931671084192e-01 1.026563179197051534e+00
1.639999933224014217e-01 1.021849700381865400e+00
1.659999934776944241e-01 1.024287706665582443e+00
1.679999924911271536e-01 1.019411694098148580e+00
1.699999926464201838e-01 1.024775307922325629e+00
1.719999928017131308e-01 1.029488786737511763e+00
1.739999929570061332e-01 1.020061829107139717e+00
1.759999919704389182e-01 1.010797405229015622e+00
1.779999921257318929e-01 1.001370447598643798e+00
1.799999922810248676e-01 1.016161019053192671e+00
1.819999935781780875e-01 1.025100375426821309e+00
1.839999914497506550e-01 1.014535681530714939e+00
1.860000030236458879e-01 1.030138921746502900e+00
1.879999917603366044e-01 1.011122472733511302e+00
1.900000021923716476e-01 1.013397945264980393e+00
1.919999920709226093e-01 1.010959938981263351e+00
1.940000036448178700e-01 1.010309803972272213e+00
1.959999912396483412e-01 1.015023282787458347e+00
1.980000028135435741e-01 1.014535681530714939e+00
1.999999915502343462e-01 1.021037031620626534e+00
